,isHW,lag1_isHW,lag2_isHW,lag3_isHW,lag4_isHW,lag5_isHW,lag6_isHW,lag7_isHW,HW_diff,lag1_HW_diff,lag2_HW_diff,lag3_HW_diff,lag4_HW_diff,lag5_HW_diff,lag6_HW_diff,lag7_HW_diff
coefficient,0.05510472379360233,0.03779809382797217,0.034747695613692564,0.053587644793653855,0.12902055355890396,0.024075050264106,0.07642599900508934,0.0580942817839559,0.04541375012582259,0.03712521208670349,0.06076476236212022,0.03168352250593276,0.060378736069896285,0.042784318344856284,0.017075964983726377,0.05692011649116255
pvalue,0.24690774801761128,0.3744476543395615,0.4517567361556333,0.24168402149209922,0.004357492605793528,0.6039180998179732,0.06715148597065186,0.1782827972167782,0.1268222747160196,0.23253281277840587,0.03873560127396086,0.2596508062633994,0.021219446154461967,0.11429732398003319,0.5322405972625739,0.04855099935602577
lowerCI,-0.03817097953993549,-0.045612340299997944,-0.05575752882217487,-0.036121045469987526,0.040324980062179605,-0.06688208847103247,-0.005398208443418054,-0.026495263202031313,-0.012885971744001488,-0.023823383620314192,0.003146169837233183,-0.02340664296638502,0.00901709441060665,-0.010316856372800408,-0.036508482501619595,0.0003621412477711125
highCI,0.14838042712714017,0.12120852795594228,0.12525292004956,0.14329633505729522,0.21771612705562832,0.11503218899924447,0.15825020645359672,0.14268382676994312,0.10371347199564668,0.09807380779372117,0.11838335488700727,0.08677368797825054,0.11174037772918592,0.09588549306251298,0.07066041246907234,0.11347809173455398
