,isHW,lag1_isHW,lag2_isHW,lag3_isHW,lag4_isHW,lag5_isHW,lag6_isHW,lag7_isHW,HW_diff,lag1_HW_diff,lag2_HW_diff,lag3_HW_diff,lag4_HW_diff,lag5_HW_diff,lag6_HW_diff,lag7_HW_diff
coefficient,-0.2116962466432749,-0.03213623719831399,-0.08414666150484038,-0.044807281306450175,-0.058194224035312825,0.02121197202323133,-0.07390346339470577,-0.2490974598050225,-0.09475109484404753,-0.21759519130563054,-0.1818066678658825,-0.009175414672310533,0.05167861489251516,0.05686333252938547,-0.028180548204933098,-0.04658059098483175
pvalue,0.05235011476865798,0.7428770373914947,0.4162817511945873,0.5321709597177128,0.41505755088929197,0.7658766362314582,0.33098901593236263,0.02597254125026141,0.26224175970959585,0.030953152428088215,0.04327188315132571,0.8637168736515964,0.40095960713830525,0.3260541865968202,0.6486523592067801,0.5671823463055303
lowerCI,-0.42554416708814224,-0.22413951381257316,-0.28703345594119173,-0.18538883597105726,-0.19813897837481356,-0.11840693294061388,-0.22290520820957693,-0.4683632488891094,-0.260398544690734,-0.4152518580970948,-0.35811596810183766,-0.1139469786370474,-0.06891571870009658,-0.05661891305951042,-0.14940222961614158,-0.2061319808942486
higherCI,0.002151673801592452,0.15986703941594518,0.11874013293151098,0.09577427335815691,0.08175053030418791,0.16083087698707654,0.07509828142016539,-0.029831670720935538,0.07089635500263888,-0.019938524514166278,-0.005497367629927391,0.09559614929242634,0.1722729484851269,0.17034557811828135,0.09304113320627537,0.11297079892458511
RR,0.8092104606326462,0.9683746444435174,0.919296420811323,0.9561817381730859,0.9434666857335745,1.0214385450864494,0.9287613489814753,0.7795039993747611,0.9095993102521853,0.8044510245316511,0.8337625179217747,0.9908665509960117,1.0530372576320486,1.0585111364699769,0.9722128196749592,0.9544876343717692
lowerRRCI,0.6534141219084441,0.7992036266461365,0.7504866201808235,0.830781183431468,0.8202558473912461,0.8883344864881879,0.8001906972084859,0.6260260790727838,0.7707443485157239,0.6601739896002091,0.698992009529567,0.8923052658695434,0.9334053453789938,0.9449541104295391,0.8612226359713074,0.8137256729534934
higherRRCI,1.0021539903128276,1.1733548506735147,1.1260772498687421,1.1005106213880977,1.085185055272786,1.1744863193512811,1.0779900920756944,0.9706089016949772,1.0734699603111941,0.9802589333486491,0.9945177152441437,1.100314611419401,1.1880020523248451,1.1857145375256912,1.097506878316451,1.1195992389694271
AR,-0.23577245803050198,-0.032658182179745435,-0.08778841879690147,-0.045826290209887044,-0.059920837822131576,0.020988580457999974,-0.07670285924004958,-0.28286705495045356,-0.0993851784284568,-0.24308375464149223,-0.19938229232538138,-0.009217637829037013,0.05036598396462513,0.05527682652929409,-0.02858137617886062,-0.04768250943155112
lowerARCI,-0.5304229989386721,-0.25124557329213687,-0.33246879172750393,-0.20368638570939784,-0.21913181500676263,-0.1257021034422003,-0.24970210662103554,-0.5973775429309818,-0.297447074280557,-0.5147521952592893,-0.4306315184819013,-0.12069270265429742,-0.07134591091715525,-0.05825244735476007,-0.16113994016445718,-0.22891538664425629
higherARCI,0.002149360610892955,0.14774290196525605,0.11196145724766036,0.09133089625370587,0.07849818319823135,0.14856394363763842,0.07234768913833216,-0.030281092882722467,0.06844156150386874,-0.02013862458148043,-0.0055125058828243015,0.09116902600247714,0.15825061241008545,0.15662668513218536,0.08884397924323188,0.10682325854340192
isSignificant,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
