,isHW,lag1_isHW,lag2_isHW,lag3_isHW,lag4_isHW,lag5_isHW,lag6_isHW,lag7_isHW,HW_diff,lag1_HW_diff,lag2_HW_diff,lag3_HW_diff,lag4_HW_diff,lag5_HW_diff,lag6_HW_diff,lag7_HW_diff
coefficient,-0.09695339025635663,-0.06379975373149083,-0.05955821622131785,-0.03873680951156866,-0.052393751490084406,-0.019011901486934102,-0.04351070645940269,-0.03954716094244315,-0.048664905635581845,-0.05749781707803725,-0.05563235316876569,-0.04732410641762208,-0.02214808998648543,0.0027033077066335176,0.008484210000447467,-0.025635793880681434
pvalue,0.0007947661708006381,0.024610003180801865,0.03572527199446718,0.16862658297403021,0.0549409800695389,0.4809178972167393,0.12537898100042716,0.16168314162885222,0.020599110700906875,0.005722196838982461,0.006832899327312054,0.01711262687063954,0.1793920485754259,0.8694443644447998,0.6249936763802175,0.16508129875342137
lowerCI,-0.15359934550870036,-0.11943796794049119,-0.11514378926107877,-0.09388796549203593,-0.10589637353483858,-0.07187968554712719,-0.09915499860854332,-0.09493459616484676,-0.08986190559366761,-0.09828024179728086,-0.09594371409215294,-0.08622624303931936,-0.05447976914458797,-0.029532315776589747,-0.02553633972335015,-0.061830754703544905
higherCI,-0.04030743500401292,-0.008161539522490456,-0.003972643181556927,0.016414346468898618,0.0011088705546697594,0.033855882573258986,0.012133585689737943,0.015840274279960466,-0.007467905677496077,-0.016715392358793643,-0.015320992245378452,-0.0084219697959248,0.01018358917161711,0.03493893118985678,0.042504759724245084,0.010559166942182036
RR,0.9075983080718941,0.9381928503393124,0.9421806817955206,0.9620038660980457,0.9489551407694178,0.9811676848189358,0.95742230343307,0.9612246206626154,0.9525002536943122,0.9441239513330817,0.9458868242668631,0.9537782218474674,0.9780953781942116,1.0027069649377096,1.008520302911183,0.9746900130393711
lowerRRCI,0.8576155597125075,0.8874190545433027,0.891237984241861,0.9103847510351682,0.8995178571022607,0.9306428588620681,0.9056023300435834,0.9094324128907675,0.9140574027704516,0.9063948584343513,0.908515151229678,0.9173866553945961,0.9469776668322893,0.970899501762839,0.9747869548338294,0.9400419710106451
higherRRCI,0.9604941042477118,0.9918716754180906,0.9960352373264312,1.0165498019768966,1.0011094855789298,1.0344355158004088,1.0122074962715368,1.0159663964813683,0.992559909845804,0.9834235346617995,0.984795777055198,0.9916133956398462,1.0102356183805388,1.0355564666673265,1.0434210227581986,1.0106151116819986
AR,-0.10180901738832507,-0.06587893910972997,-0.061367547989089194,-0.0394968619576024,-0.053790592450128655,-0.019193778466663945,-0.044471176840415495,-0.0403395611222016,-0.049868486776206096,-0.059182958538465835,-0.05720893276537484,-0.04846176720516962,-0.02239517974845092,0.002699657060702449,0.008448320660068518,-0.025967216881298404
lowerARCI,-0.1660236205779931,-0.12686334024530882,-0.12203476252267048,-0.09843667621072653,-0.11170666830499182,-0.07452605527187676,-0.1042374415620967,-0.09958693557155043,-0.09402319478958514,-0.10327192469663415,-0.10069710851436767,-0.09005291729458327,-0.05599111259410615,-0.029972719302382902,-0.025865185250113092,-0.06378228934277648
higherARCI,-0.04113080504875193,-0.008194935679036452,-0.0039805445881724855,0.016280365157429567,0.0011082559848967532,0.03328918552623734,0.012060270563597986,0.015715476945561687,-0.007495860028591958,-0.01685587618553497,-0.015438960339844906,-0.008457534354648662,0.0101319119958837,0.0343356135679939,0.04161409614253185,0.010503614639535237
isSignificant,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False
