,isHW,lag1_isHW,lag2_isHW,lag3_isHW,lag4_isHW,lag5_isHW,lag6_isHW,lag7_isHW,HW_diff,lag1_HW_diff,lag2_HW_diff,lag3_HW_diff,lag4_HW_diff,lag5_HW_diff,lag6_HW_diff,lag7_HW_diff
coefficient,-0.016674710984513452,-0.03719619001930896,-0.022223396942857465,-0.03862823560643258,0.0018091145736469638,0.013422420108159541,-0.05453862675581733,-0.14219288239382943,-0.017678062622480395,-0.01730955065012829,-0.016507422185462417,-0.03174697793566045,0.0069751618629183,0.009215404366938355,-0.023131046784469034,-0.06085812318208764
pvalue,0.635738882961021,0.291645211939901,0.5340485876980329,0.2781771477893463,0.9575990913428966,0.7221603469378012,0.12130475185833846,6.129207808086034e-05,0.2633394622550519,0.2745258677260135,0.3867254949652118,0.05813005625262417,0.6774959909237928,0.5937049646057257,0.1989065276990467,0.0006504021321482629
lowerCI,-0.0856725037041654,-0.10633024019289312,-0.09226909691165341,-0.10844409906517148,-0.06488300134769862,-0.060563675693643376,-0.12353258945205414,-0.21173085666246877,-0.04865468028183853,-0.04835752268762884,-0.05388616411327225,-0.06458722321603645,-0.025897263096134014,-0.02464160507660704,-0.05842097163699036,-0.09584084490405603
higherCI,0.0523230817351385,0.0319378601542752,0.047822303025938484,0.03118762785230632,0.06850123049499254,0.08740851590996246,0.014455335940419478,-0.0726549081251901,0.01329855503687774,0.01373842138737226,0.02087131974234742,0.0010932673447155566,0.039847586821970614,0.04307241381048375,0.012158878068052291,-0.02587540146011924
RR,0.9834635424964704,0.9634870902544385,0.9780217235816253,0.9621083202849409,1.0018107520087043,1.01351290517858,0.9469219316291686,0.867453923759313,0.9824772776082119,0.9828393989665044,0.9836280786935527,0.9687516666185122,1.0069995449634812,1.0092579969411557,0.977134425058221,0.9409567302528653
lowerRRCI,0.9178947891450719,0.8991276709462419,0.9118597378874851,0.8972290493577294,0.9371771054215947,0.9412338333929827,0.8837928384504129,0.8091824543277241,0.9525099933961427,0.9527930810329784,0.9475399644146903,0.9374543429132454,0.9744351949213506,0.9756595207947998,0.9432527811774107,0.9086086142528089
higherRRCI,1.053716123958562,1.0324533468200505,1.048984237437183,1.0316790574537542,1.0709019426896467,1.0913424194077463,1.0145603195568607,0.9299216830777576,1.0133873741049533,1.0138332271615278,1.021090648975449,1.0010938651793035,1.0406521530028532,1.0440134931086331,1.0122330977302245,0.9744564979017601
AR,-0.01681450993247059,-0.037896625823932086,-0.022472176116791937,-0.0393840058506479,0.0018074791122710502,0.013332741112160873,-0.05605326753760067,-0.15279898172143583,-0.01783524442870192,-0.01746022905831885,-0.01664442248150574,-0.0322562886426426,0.006950891883208394,0.009173072662505227,-0.023400644123674774,-0.06274812416854479
lowerARCI,-0.0894494792060002,-0.11218910541102585,-0.0966598901676593,-0.11454260282347963,-0.06703417552026522,-0.06243524671778485,-0.1314868784786008,-0.2358152288791393,-0.04985775155443066,-0.0495458246987287,-0.055364456968012954,-0.06671861681539278,-0.026235510798348013,-0.0249477186317741,-0.060161199579772055,-0.10058388652010135
higherARCI,0.050977794433630944,0.03143323320129342,0.04669682888358587,0.030706310479869606,0.06620768892394702,0.08369730506518419,0.014351359181108431,-0.07535937509307723,0.01321051993249601,0.013644479970593657,0.020655021174281748,0.0010926699456974738,0.0390641127158094,0.04215797343536188,0.012085257592994478,-0.026213075856378585
isSignificant,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
