kma_jid,t_max,t_diff,t_avg,hu,pd_in,HW
20161018_DJ,21.5,8.5,16.1,90.0,39,0
20161018_GB,21.970833333,10.3125,16.275,84.9,53,0
20161018_GG,22.538095238,11.49047619,15.728571429,81.573809524,191,0
20161018_GJ,23.9,10.3,18.1,81.0,50,0
20161018_GN,22.886363636,9.3818181818,17.709090909,79.659090909,74,0
20161018_GW,21.988888889000002,10.322222222,15.922222222,80.95555555600001,33,0
20161018_IC,21.56,9.61,16.13,78.54,43,0
20161018_JB,22.54,10.386666667,16.086666667,84.306666667,84,0
20161018_JJ,23.15,4.9,20.75,81.3,14,0
20161018_JN,23.304545455,9.2363636364,17.922727273,81.154545455,83,0
20161018_SU,24.0,12.8,17.0,70.9,228,0
20161018_US,22.5,7.5,18.5,85.9,10,0
20161019_BS,24.0,7.0,19.6,74.6,67,0
20161019_CB,23.013333333000002,11.546666667,16.06,80.146666667,25,0
20161019_CN,23.325,12.34375,15.64375,86.55625,58,0
20161019_DG,23.5,10.0,17.4,80.6,60,0
20161019_DJ,23.6,10.8,17.2,83.5,33,0
20161019_GB,23.383333333000003,10.829166667,16.670833333,81.6,61,0
20161019_GG,24.057142857,11.79047619,16.861904762,77.25952381,217,0
20161019_GJ,24.0,9.6,18.5,85.9,34,0
20161019_GN,23.513636364,9.8272727273,17.486363636,81.972727273,62,0
20161019_GW,23.038888889000003,11.177777778,16.672222222000002,75.34444444399999,37,0
20161019_IC,21.98,7.39,17.45,86.52,41,0
20161019_JB,22.64,10.513333333,16.193333332999998,85.18,70,0
20161019_JJ,23.4,3.8,20.9,81.4,14,0
20161019_JN,23.754545455,9.4,18.077272727,84.472727273,59,0
20161019_SU,24.3,10.3,18.0,67.6,203,0
20161019_US,23.3,9.7,18.0,88.8,6,0
20161020_BS,24.2,8.0,19.5,68.0,59,0
20161020_CB,22.546666666999997,12.546666667,16.06,76.313333333,29,0
20161020_CN,22.19375,12.43125,16.2375,83.9875,52,0
20161020_DG,22.9,10.5,17.6,76.4,56,0
20161020_DJ,22.7,11.5,16.7,82.0,37,0
20161020_GB,22.7125,11.195833333,16.675,75.645833333,55,0
20161020_GG,24.942857143,13.645238095,17.426190476,70.538095238,188,0
20161020_GJ,21.5,8.8,17.4,85.4,41,0
20161020_GN,23.127272726999998,10.390909091000001,17.868181818,74.140909091,57,0
20161020_GW,22.977777778000004,11.866666667,15.677777778,74.377777778,34,0
20161020_IC,24.11,10.1,18.59,77.87,54,0
20161020_JB,22.24,11.3,16.306666667000002,82.333333333,87,0
20161020_JJ,21.55,3.55,20.1,80.2,11,0
20161020_JN,21.140909090999997,7.85,17.513636364,81.068181818,53,0
20161020_SU,25.8,12.9,18.6,61.3,201,0
20161020_US,24.1,8.5,18.9,73.6,6,0
20161021_BS,18.4,2.0,17.4,70.4,68,0
20161021_CB,18.226666667,3.0933333333,16.42,66.133333333,32,0
20161021_CN,19.24375,3.74375,17.04375,76.85,54,0
20161021_DG,17.9,3.2,16.5,71.4,52,0
20161021_DJ,18.8,3.1,16.8,76.3,37,0
20161021_GB,17.108333333,3.2625,15.470833333,76.470833333,62,0
20161021_GG,20.7,5.2,17.447619048,63.419047619,177,0
20161021_GJ,19.6,3.3,17.9,78.9,35,0
20161021_GN,18.640909090999997,3.4045454545,16.904545455,72.159090909,60,0
20161021_GW,18.25,5.0666666667,15.3,76.53888888899999,48,0
20161021_IC,21.26,4.57,18.1,72.1,35,0
20161021_JB,19.82,4.68,17.113333333,74.113333333,67,0
20161021_JJ,21.05,2.65,19.35,90.85,16,0
20161021_JN,19.409090909,2.7545454545,17.804545455,76.377272727,53,0
20161021_SU,22.0,6.3,17.9,58.6,187,0
20161021_US,17.9,2.2,16.6,75.5,14,0
20161022_BS,22.3,6.5,18.3,70.6,14,0
20161022_CB,21.44,8.0333333333,16.993333333,67.133333333,7,0
20161022_CN,21.65625,7.85625,17.21875,78.0375,15,0
20161022_DG,20.8,7.0,17.0,75.3,20,0
20161022_DJ,22.1,7.8,17.5,73.9,11,0
20161022_GB,20.525,7.395833333300001,16.233333333,77.9125,15,0
20161022_GG,21.938095238000002,7.9238095238,17.673809524,65.64047619,51,0
20161022_GJ,22.4,7.5,18.4,75.1,15,0
20161022_GN,21.390909090999997,7.15,17.268181818,74.290909091,16,0
20161022_GW,20.155555556,8.2611111111,16.016666667,74.872222222,7,0
20161022_IC,20.6,5.36,17.78,80.35,9,0
20161022_JB,21.46,7.42,17.06,76.006666667,29,0
20161022_JJ,20.05,1.75,19.05,93.55,2,0
20161022_JN,21.572727273,6.5909090909,17.709090909,77.818181818,23,0
20161022_SU,22.8,8.3,18.3,59.0,54,0
20161022_US,21.0,7.0,17.2,81.0,2,0
20161023_BS,19.0,4.9,16.4,69.9,1,0
20161023_CB,17.313333333,6.8666666667,13.793333333,72.446666667,0,0
20161023_CN,18.025,6.68125,14.59375,82.75,3,0
20161023_DG,16.9,4.6,14.9,70.0,3,0
20161023_DJ,17.9,6.5,15.0,77.9,0,0
20161023_GB,16.308333333,5.6125,13.483333333,76.283333333,2,0
20161023_GG,17.55,7.6166666667,13.273809524,72.3,3,0
20161023_GJ,21.1,8.2,16.8,84.1,1,0
20161023_GN,17.8,4.2272727273,15.85,69.336363636,2,0
20161023_GW,15.211111111,7.205555555599999,11.477777778,74.34444444399999,0,0
20161023_IC,17.49,6.46,13.84,81.31,1,0
20161023_JB,19.3,6.86,15.626666667,77.96,2,0
20161023_JJ,22.15,4.85,18.95,79.25,1,0
20161023_JN,20.486363636,6.1136363636,17.227272727,75.540909091,2,0
20161023_SU,17.8,7.2,13.3,66.3,8,0
20161024_BS,21.2,7.4,16.2,61.5,82,0
20161024_CB,19.28,12.24,13.626666667,66.013333333,53,0
20161024_CN,19.53125,10.16875,14.7,77.73125,76,0
20161024_DG,19.4,8.6,14.7,65.3,75,0
20161024_DJ,20.4,10.6,15.5,67.5,31,0
20161024_GB,18.6125,10.416666667000001,12.858333333,72.1375,72,0
20161024_GG,19.819047619000003,11.919047619,14.495238095,61.854761905,221,0
20161024_GJ,19.7,7.3,16.0,79.1,40,0
20161024_GN,20.254545455,7.8227272727,15.336363636,64.704545455,71,0
20161024_GW,18.422222222000002,13.227777778,11.433333333,72.95555555600001,39,0
20161024_IC,20.0,10.17,15.34,71.43,56,0
20161024_JB,19.526666667,7.8466666667,15.48,70.733333333,90,0
20161024_JJ,21.3,4.25,18.9,75.3,8,0
20161024_JN,20.05,6.5409090909000005,16.513636364,70.895454545,72,0
20161024_SU,20.6,11.6,15.1,54.8,228,0
20161024_US,18.1,6.9,14.6,69.3,18,0
20161025_BS,21.7,6.7,18.5,78.9,84,0
20161025_CB,18.2,7.386666666699999,13.426666667000001,88.913333333,42,0
20161025_CN,19.4375,8.6125,14.45625,91.825,51,0
20161025_DG,20.5,8.2,15.6,81.6,53,0
20161025_DJ,20.0,7.7,14.7,89.1,23,0
20161025_GB,18.545833333,7.5791666667,13.875,88.09166666700001,61,0
20161025_GG,18.028571429,6.5904761904999996,13.680952380999999,90.26666666700001,199,0
20161025_GJ,20.1,7.6,16.6,85.9,43,0
20161025_GN,21.218181817999998,8.7772727273,16.145454545,83.745454545,53,0
20161025_GW,15.622222222000001,5.1555555556,12.472222222000001,90.805555556,40,0
20161025_IC,18.08,5.44,14.7,90.49,47,0
20161025_JB,19.68,7.913333333300001,15.366666667,84.36,75,0
20161025_JJ,25.6,8.2,20.0,81.1,20,0
20161025_JN,20.404545455,7.722727272699999,16.759090909,83.340909091,67,0
20161025_SU,17.5,5.0,14.1,84.0,252,0
20161025_US,22.4,11.1,17.0,86.3,15,0
20161026_BS,22.8,7.6,18.2,66.5,88,0
20161026_CB,16.253333333,7.12,12.446666667,85.98,31,0
20161026_CN,17.29375,8.3,12.71875,89.30625,60,0
20161026_DG,20.1,9.8,14.9,76.3,66,0
20161026_DJ,16.8,6.0,13.4,87.9,36,0
20161026_GB,18.9125,9.0583333333,13.820833333,81.125,65,0
20161026_GG,16.178571429,6.911904761900001,12.64047619,87.20714285700001,206,0
20161026_GJ,19.7,9.2,15.2,78.4,36,0
20161026_GN,20.459090909,8.859090909099999,15.527272727,75.08181818199999,71,0
20161026_GW,16.955555556,7.2888888889,13.15,81.40555555600001,33,0
20161026_IC,16.7,5.8,13.9,86.46,51,0
20161026_JB,18.98,8.9933333333,13.92,80.413333333,77,0
20161026_JJ,21.25,6.0,17.7,78.6,11,0
20161026_JN,19.295454545,8.3272727273,15.077272727,79.631818182,59,0
20161026_SU,16.3,5.8,13.3,81.0,244,0
20161026_US,22.2,9.5,16.5,80.1,16,0
20161027_BS,20.0,4.5,17.6,66.4,64,0
20161027_CB,18.866666667,10.726666667,13.893333333,75.02,31,0
20161027_CN,17.99375,9.3,13.79375,85.5125,34,0
20161027_DG,19.7,10.4,14.9,74.9,43,0
20161027_DJ,18.0,7.8,14.2,82.3,33,0
20161027_GB,18.383333333,9.7375,13.875,78.05,53,0
20161027_GG,20.102380952,11.678571429000002,14.354761905,72.345238095,183,0
20161027_GJ,19.2,7.9,15.7,74.5,30,0
20161027_GN,19.486363636,9.1363636364,15.359090909,72.445454545,60,0
20161027_GW,19.516666667,10.022222222,14.088888889000001,74.65,38,0
20161027_IC,19.54,10.36,14.83,63.65,53,0
20161027_JB,18.72,10.526666667,14.06,78.893333333,81,0
20161027_JJ,22.65,6.25,19.55,78.1,14,0
20161027_JN,19.904545455,8.9272727273,16.027272727,72.531818182,63,0
20161027_SU,20.9,12.3,14.6,65.4,218,0
20161027_US,18.1,6.4,16.2,76.0,10,0
20161028_BS,17.3,2.2,15.6,89.8,71,0
20161028_CB,15.566666667,4.3666666667000005,13.173333332999999,81.346666667,25,0
20161028_CN,16.39375,4.5125,13.88125,84.8625,47,0
20161028_DG,15.9,2.7,14.7,83.6,44,0
20161028_DJ,15.7,4.6,13.5,91.4,31,0
20161028_GB,15.691666667,3.4166666667000003,13.891666667,88.370833333,55,0
20161028_GG,17.8,7.2619047619,14.280952380999999,67.311904762,170,0
20161028_GJ,17.1,4.2,14.6,88.3,32,0
20161028_GN,16.377272727,3.1681818182,14.513636364000002,86.818181818,55,0
20161028_GW,16.822222222,6.3944444444,13.361111111,79.65555555600001,26,0
20161028_IC,17.5,7.37,14.69,62.7,42,0
20161028_JB,15.793333333,3.6533333333,13.766666667,85.92,66,0
20161028_JJ,22.35,5.3,19.1,87.1,8,0
20161028_JN,17.186363636,3.6045454544999997,14.854545455,85.659090909,47,0
20161028_SU,18.4,8.2,14.6,61.8,181,0
20161028_US,16.6,2.5,15.0,95.6,14,0
20161029_BS,17.4,4.8,14.7,70.6,17,0
20161029_CB,12.293333333,7.14,8.8533333333,63.066666667,10,0
20161029_CN,12.75,7.30625,9.025,61.23125,15,0
20161029_DG,15.6,5.5,13.0,68.3,12,0
20161029_DJ,13.5,7.4,9.2,68.4,7,0
20161029_GB,14.354166667000001,5.775,11.416666667000001,76.366666667,13,0
20161029_GG,12.078571429,8.483333333300001,8.119047619,46.292857143,47,0
20161029_GJ,14.6,6.9,11.3,61.3,14,0
20161029_GN,16.377272727,6.631818181799999,13.25,71.818181818,19,0
20161029_GW,12.711111111,6.9222222222,9.35,70.833333333,5,0
20161029_IC,10.4,5.77,7.63,40.13,10,0
20161029_JB,13.853333333,7.8466666667,9.893333333300001,64.453333333,27,0
20161029_JJ,18.2,4.35,15.85,64.8,1,0
20161029_JN,15.35,7.0363636364,11.872727272999999,61.309090909,17,0
20161029_SU,11.2,7.7,7.8,40.3,46,0
20161029_US,14.7,4.1,12.9,85.4,1,0
20161030_BS,19.0,9.2,12.9,56.8,1,0
20161030_CB,13.813333333,13.526666667,6.0666666667,53.086666666999996,2,0
20161030_CN,14.375,14.4375,6.5625,59.33125,0,0
20161030_DG,16.4,10.7,9.8,45.9,0,0
20161030_DJ,14.5,13.3,7.1,54.8,2,0
20161030_GB,15.208333332999999,11.4,8.429166666699999,60.1875,1,0
20161030_GG,14.857142857000001,14.680952380999999,6.9476190476,43.64047619,7,0
20161030_GJ,16.9,11.0,10.1,44.1,0,0
20161030_GN,16.677272727000002,10.309090909,10.272727273,57.831818182,2,0
20161030_GW,13.261111110999998,12.016666667,6.6388888888999995,57.966666667,1,0
20161030_IC,13.38,9.77,8.44,33.0,1,0
20161030_JB,15.0,12.706666667,7.5933333333,54.686666667,2,0
20161030_JJ,18.05,5.25,15.05,57.95,0,0
20161030_JN,16.277272727,10.731818182,9.845454545499999,52.172727273,0,0
20161030_SU,15.1,13.5,7.9,31.9,7,0
20161030_US,16.7,9.5,10.8,58.8,0,0
20161031_BS,15.1,4.4,12.7,60.1,89,0
20161031_CB,10.006666667000001,6.86,6.8133333333,64.873333333,49,0
20161031_CN,10.94375,6.84375,7.575,71.35625,61,0
20161031_DG,11.8,6.0,9.5,65.3,71,0
20161031_DJ,10.4,5.5,7.8,70.0,52,0
20161031_GB,11.129166667,6.716666666699999,8.3958333333,68.93333333300001,70,0
20161031_GG,9.285714285700001,8.1095238095,6.0142857143,61.016666666999996,220,0
20161031_GJ,13.1,5.7,9.8,70.3,37,0
20161031_GN,12.804545455,6.35,9.6590909091,72.404545455,69,0
20161031_GW,10.605555556,7.3722222222000005,7.5,58.394444443999994,32,0
20161031_IC,9.53,7.79,6.59,61.76,49,0
20161031_JB,12.86,7.98,8.6266666667,67.04,88,0
20161031_JJ,17.65,4.3,15.3,68.85,15,0
20161031_JN,13.059090909000002,6.3863636364,9.945454545499999,73.277272727,71,0
20161031_SU,8.2,7.5,5.7,59.9,220,0
20161031_US,13.3,5.9,10.5,74.4,18,0
20161101_BS,13.4,7.9,8.5,44.6,671,0
20161101_CB,7.9733333333,9.54,2.48,49.093333333000004,120,0
20161101_CN,8.24375,9.5625,3.19375,63.7125,280,0
20161101_DG,10.7,7.9,6.5,38.4,276,0
20161101_DJ,9.4,10.1,3.4,57.3,195,0
20161101_GB,10.7875,10.05,5.1416666667,47.208333333,373,0
20161101_GG,7.369047619,9.5404761905,1.8571428571000002,46.007142857,900,0
20161101_GJ,10.1,7.1,6.6,53.8,235,0
20161101_GN,11.945454545,9.3954545455,6.8636363636,46.618181818000004,494,0
20161101_GW,9.005555555599999,10.083333332999999,3.1888888888999998,50.994444443999996,105,0
20161101_IC,5.56,7.06,1.97,48.38,161,0
20161101_JB,9.08,8.4,4.48,57.573333333,430,0
20161101_JJ,14.25,4.8,11.45,62.65,39,0
20161101_JN,10.618181818,7.4227272726999995,6.968181818200001,55.3,273,0
20161101_SU,6.6,9.0,1.5,43.6,590,0
20161101_US,11.0,7.7,6.7,46.5,134,0
20161102_BS,14.1,11.0,8.2,35.9,78,0
20161102_CB,10.64,14.633333333,3.7266666667000004,57.486666667,35,0
20161102_CN,11.3875,14.33125,4.625,70.2625,67,0
20161102_DG,12.4,10.1,6.8,39.9,64,0
20161102_DJ,11.7,14.1,5.1,64.1,33,0
20161102_GB,11.95,13.070833333,5.0541666667000005,50.895833333,76,0
20161102_GG,10.54047619,13.888095238,3.8571428571,60.280952381000006,237,0
20161102_GJ,12.7,10.4,7.5,57.0,24,0
20161102_GN,13.413636364,12.595454545,6.654545454500001,47.886363636000006,73,0
20161102_GW,10.544444444,13.233333333,4.4611111111,52.372222222,40,0
20161102_IC,9.69,10.5,4.94,58.7,48,0
20161102_JB,11.786666667,13.64,5.0,64.733333333,79,0
20161102_JJ,15.0,6.15,11.85,64.5,15,0
20161102_JN,12.986363635999998,11.159090909000001,7.25,59.759090908999994,62,0
20161102_SU,10.5,13.2,4.1,53.1,226,0
20161102_US,12.2,10.3,6.8,41.6,19,0
20161103_BS,17.5,11.6,11.2,58.0,96,0
20161103_CB,13.74,11.14,7.0266666667,68.946666667,35,0
20161103_CN,15.3,12.6125,7.38125,77.85,47,0
20161103_DG,14.6,13.3,7.6,71.1,65,0
20161103_DJ,14.8,11.1,8.1,76.3,47,0
20161103_GB,14.075,12.595833333,7.2,68.733333333,59,0
20161103_GG,14.221428570999999,10.554761905,8.4428571429,69.280952381,190,0
20161103_GJ,16.4,12.0,9.8,74.8,33,0
20161103_GN,15.768181818,12.654545455,8.9863636364,69.195454545,73,0
20161103_GW,13.1,9.4055555556,8.1222222222,62.027777778,34,0
20161103_IC,13.51,8.05,10.39,67.09,44,0
20161103_JB,14.42,11.24,8.0933333333,77.386666667,87,0
20161103_JJ,18.1,7.75,13.7,63.9,16,0
20161103_JN,16.263636364,12.259090909000001,9.5,73.659090909,64,0
20161103_SU,14.1,9.9,9.1,62.8,231,0
20161103_US,15.3,13.0,8.6,69.8,12,0
20161104_BS,19.0,8.9,14.1,56.0,61,0
20161104_CB,17.186666667,16.34,9.186666666699999,70.346666667,31,0
20161104_CN,17.1625,15.3,10.14375,82.76875,44,0
20161104_DG,18.0,15.5,9.3,69.4,45,0
20161104_DJ,17.4,14.7,9.9,77.5,27,0
20161104_GB,17.716666667000002,15.458333332999999,9.0916666667,67.920833333,56,0
20161104_GG,16.042857143,10.371428571000001,11.545238095,71.45952381,162,0
20161104_GJ,18.0,13.0,11.4,80.5,28,0
20161104_GN,17.918181818,14.013636364000002,10.331818182000001,70.48636363600001,55,0
20161104_GW,15.894444444000001,10.9,11.222222222000001,65.133333333,33,0
20161104_IC,16.61,7.02,13.04,73.92,45,0
20161104_JB,17.5,14.24,9.6533333333,77.28666666699999,74,0
20161104_JJ,18.85,8.3,14.35,66.8,11,0
20161104_JN,17.881818182,13.568181818,10.686363636,79.363636364,59,0
20161104_SU,15.7,7.5,12.3,67.0,148,0
20161104_US,19.4,14.2,12.1,59.9,14,0
20161105_BS,20.5,8.2,15.9,70.0,19,0
20161105_CB,18.7,11.433333333,12.553333333,75.7,6,0
20161105_CN,19.1375,9.96875,13.58125,87.24375,16,0
20161105_DG,20.3,15.4,12.0,75.3,17,0
20161105_DJ,19.2,10.5,13.3,81.3,4,0
20161105_GB,19.870833333,14.883333333,12.320833333,72.408333333,17,0
20161105_GG,18.947619048,8.5023809524,14.283333333,81.395238095,64,0
20161105_GJ,21.2,11.5,14.5,82.9,12,0
20161105_GN,20.7,14.2,12.854545455,77.677272727,13,0
20161105_GW,18.622222222,8.6722222222,14.355555555999999,69.1,9,0
20161105_IC,17.94,5.67,15.14,85.06,14,0
20161105_JB,20.166666667,12.726666667,13.013333333,79.873333333,23,0
20161105_JJ,21.8,9.4,16.85,70.65,2,0
20161105_JN,20.736363636,12.577272727,13.713636364000001,82.0,23,0
20161105_SU,18.1,5.9,15.0,77.4,43,0
20161105_US,21.2,12.8,14.6,70.5,2,0
20161106_BS,16.6,3.7,14.3,79.0,3,0
20161106_CB,16.226666667,7.3066666667,12.586666667000001,68.48,0,0
20161106_CN,18.9375,9.6125,13.8125,78.83125,2,0
20161106_DG,14.5,5.7,12.3,78.3,0,0
20161106_DJ,18.2,8.4,13.3,78.9,0,0
20161106_GB,14.045833333,5.7625,11.320833333,79.958333333,1,0
20161106_GG,18.116666667,6.769047619,14.002380952000001,63.521428571,7,0
20161106_GJ,21.9,13.2,14.1,78.8,0,0
20161106_GN,16.009090909,7.240909090900001,12.777272727,77.777272727,2,0
20161106_GW,12.866666667,3.8111111111000002,10.422222222,75.505555556,0,0
20161106_IC,18.13,5.23,14.95,65.73,1,0
20161106_JB,19.526666667,12.313333333,13.173333332999999,76.18,1,0
20161106_JJ,21.65,8.45,17.55,73.2,0,0
20161106_JN,20.018181818,11.0,14.1,77.5,4,0
20161106_SU,18.3,6.4,14.0,59.4,10,0
20161106_US,15.8,4.3,12.8,95.3,0,0
20161107_BS,18.5,5.9,14.3,68.9,88,0
20161107_CB,18.28,8.393333333300001,13.646666667,65.7,34,0
20161107_CN,17.9,8.5625,13.36875,78.4375,61,0
20161107_DG,17.4,7.9,12.9,75.5,67,0
20161107_DJ,18.8,8.0,14.3,72.5,49,0
20161107_GB,16.629166667,7.404166666699999,12.166666667000001,79.429166667,66,0
20161107_GG,17.888095238,9.0571428571,12.995238095,71.811904762,243,0
20161107_GJ,20.6,10.8,15.0,72.1,56,0
20161107_GN,18.286363636,9.5,13.054545455,74.872727273,67,0
20161107_GW,16.227777778,7.466666666699999,12.227777778,75.95,56,0
20161107_IC,16.62,7.91,12.83,74.7,44,0
20161107_JB,19.006666667,9.9266666667,13.866666667,70.76,83,0
20161107_JJ,21.2,5.2,17.9,66.45,7,0
20161107_JN,19.472727273,8.568181818200001,14.9,72.2,72,0
20161107_SU,17.8,9.3,12.8,71.3,221,0
20161107_US,16.2,5.4,13.2,84.4,11,0
20161108_BS,15.9,7.7,12.5,54.6,84,0
20161108_CB,11.113333333,10.42,6.3533333333,61.873333333000005,31,0
20161108_CN,10.71875,8.925,6.4625,68.0125,44,0
20161108_DG,13.5,8.3,10.6,51.6,51,0
20161108_DJ,12.3,11.4,6.9,69.0,40,0
20161108_GB,13.995833333,10.583333332999999,9.3083333333,62.370833333,67,0
20161108_GG,8.9928571429,8.7,4.769047619,59.647619048,214,0
20161108_GJ,14.7,9.5,9.2,66.0,25,0
20161108_GN,15.313636364,9.9363636364,11.322727273,57.345454545,66,0
20161108_GW,12.038888889,9.7833333333,7.2777777778,66.383333333,38,0
20161108_IC,8.72,7.78,4.05,56.72,43,0
20161108_JB,12.186666667,9.893333333300001,7.42,67.366666667,77,0
20161108_JJ,17.4,6.45,13.8,77.05,19,0
20161108_JN,14.340909090999999,8.4863636364,9.6318181818,65.822727273,71,0
20161108_SU,8.4,8.0,4.1,58.0,213,0
20161108_US,14.3,8.8,11.2,63.0,22,0
20161109_BS,15.8,12.0,9.7,54.3,62,0
20161109_CB,9.02,11.84,2.2933333333,55.246666667,34,0
20161109_CN,9.01875,11.76875,2.6875,58.2875,50,0
20161109_DG,12.0,10.4,6.0,53.8,52,0
20161109_DJ,9.8,12.9,3.1,54.0,27,0
20161109_GB,11.391666667,11.35,4.8583333333,61.470833333,52,0
20161109_GG,8.769047619,11.802380952,2.1738095238,47.973809523999996,165,0
20161109_GJ,11.5,11.0,5.8,43.8,31,0
20161109_GN,13.277272727,12.104545455,6.85,51.368181818000004,58,0
20161109_GW,8.8055555556,9.8444444444,2.9333333333,65.394444444,32,0
20161109_IC,6.24,8.64,1.95,43.53,39,0
20161109_JB,9.7466666667,12.02,3.4066666667,57.546666667,67,0
20161109_JJ,13.95,5.2,11.6,55.35,8,0
20161109_JN,11.513636364000002,10.318181818,6.0181818182,48.390909091000005,47,0
20161109_SU,8.6,11.8,2.1,41.1,220,0
20161109_US,12.8,10.5,7.3,66.1,7,0
20161110_BS,14.3,4.6,11.0,74.3,56,0
20161110_CB,12.0,11.16,5.92,74.44,34,0
20161110_CN,11.01875,9.775,6.23125,78.0875,41,0
20161110_DG,14.2,9.9,9.4,68.8,55,0
20161110_DJ,12.0,9.6,6.8,79.3,34,0
20161110_GB,13.1125,10.154166667,7.904166666699999,74.8125,48,0
20161110_GG,10.480952381,9.7642857143,5.9619047619000005,64.54047619,173,0
20161110_GJ,12.8,7.2,8.5,78.0,28,0
20161110_GN,14.486363635999998,8.681818181799999,9.695454545499999,71.090909091,69,0
20161110_GW,10.338888889,9.9055555556,5.5388888889,74.894444444,33,0
20161110_IC,9.79,8.24,6.28,61.25,53,0
20161110_JB,11.506666667000001,9.04,6.58,78.18,71,0
20161110_JJ,15.55,4.6,13.15,75.85,11,0
20161110_JN,12.954545455,7.4954545454999995,8.7590909091,77.786363636,42,0
20161110_SU,9.8,8.3,6.0,55.5,191,0
20161110_US,14.0,7.2,9.5,87.5,8,0
20161111_BS,17.8,9.6,12.8,60.6,72,0
20161111_CB,14.18,10.66,8.233333333300001,71.353333333,27,0
20161111_CN,14.69375,10.825,8.8125,80.96875,41,0
20161111_DG,15.9,10.2,10.2,66.0,42,0
20161111_DJ,14.8,9.0,9.3,78.1,35,0
20161111_GB,15.204166667,10.816666667,9.170833333300001,67.329166667,62,0
20161111_GG,14.335714285999998,9.5285714286,8.7214285714,68.254761905,194,0
20161111_GJ,16.4,9.6,10.4,75.0,29,0
20161111_GN,17.177272727000002,11.631818182,10.604545455,66.859090909,55,0
20161111_GW,13.811111110999999,10.133333333,8.4888888889,64.172222222,34,0
20161111_IC,13.41,6.08,10.2,61.61,42,0
20161111_JB,14.753333332999999,10.48,8.946666666699999,74.466666667,70,0
20161111_JJ,18.35,6.95,14.4,61.15,13,0
20161111_JN,16.368181818,10.822727273,10.131818182,73.2,48,0
20161111_SU,14.2,8.0,9.1,63.3,173,0
20161111_US,16.5,10.9,10.7,70.1,14,0
20161112_BS,20.3,11.5,14.6,62.1,19,0
20161112_CB,17.573333333,16.52,8.2066666667,70.553333333,8,0
20161112_CN,17.8125,15.70625,9.44375,79.8625,14,0
20161112_DG,18.7,15.9,10.2,69.4,16,0
20161112_DJ,18.6,15.9,9.7,76.9,8,0
20161112_GB,17.841666667000002,15.525,8.825,68.283333333,20,0
20161112_GG,17.064285714,13.516666667,10.573809524,68.311904762,41,0
20161112_GJ,21.2,16.3,12.3,73.1,19,0
20161112_GN,18.881818182,14.922727273,10.809090909000002,72.181818182,15,0
20161112_GW,17.194444444000002,15.022222222,9.7611111111,60.483333333000004,4,0
20161112_IC,15.73,7.41,12.51,66.69,9,0
20161112_JB,19.273333333,16.786666667000002,9.94,68.206666667,19,0
20161112_JJ,20.4,10.45,15.8,61.25,2,0
20161112_JN,19.581818182,15.518181818,11.55,74.140909091,15,0
20161112_SU,16.7,11.6,11.4,62.1,49,0
20161112_US,19.5,14.2,12.2,67.6,1,0
20161113_BS,18.0,5.1,15.8,79.1,1,0
20161113_CB,18.593333333,13.633333333,11.373333333,72.486666667,2,0
20161113_CN,19.54375,12.875,13.0,83.75625,2,0
20161113_DG,17.8,13.2,11.1,78.6,3,0
20161113_DJ,18.1,11.5,12.1,79.4,2,0
20161113_GB,18.0375,13.8125,10.975,77.1875,1,0
20161113_GG,18.228571429000002,8.1571428571,13.554761905,80.726190476,5,0
20161113_GJ,20.0,10.0,14.7,84.9,0,0
20161113_GN,17.372727273,9.3818181818,12.95,82.468181818,3,0
20161113_GW,16.883333333,9.1611111111,11.727777778,79.55,0,0
20161113_IC,18.77,6.44,15.32,75.18,0,0
20161113_JB,19.553333333,12.726666667,13.34,74.28,3,0
20161113_JJ,21.65,6.15,17.65,84.2,1,0
20161113_JN,19.372727273,10.05,14.327272727,84.19090909100001,4,0
20161113_SU,18.1,6.0,14.4,74.8,7,0
20161113_US,18.0,10.4,13.7,86.3,0,0
20161114_BS,19.5,3.8,17.0,88.5,78,0
20161114_CB,21.22,13.32,14.273333333,74.57333333300001,34,0
20161114_CN,20.93125,12.0125,14.45625,83.81875,73,0
20161114_DG,20.4,10.0,14.4,83.3,78,0
20161114_DJ,21.9,12.4,15.3,80.1,32,0
20161114_GB,20.0,10.495833333,14.245833333,82.1,73,0
20161114_GG,16.552380952,7.114285714299999,13.035714286,84.254761905,211,0
20161114_GJ,17.3,2.9,15.8,98.0,51,0
20161114_GN,17.459090909,4.3772727273,14.931818182,92.35,66,0
20161114_GW,17.738888889000002,10.105555556,13.094444444,81.03888888899999,49,0
20161114_IC,15.64,5.83,13.56,80.85,50,0
20161114_JB,18.826666667,8.8533333333,14.553333333,85.173333333,73,0
20161114_JJ,23.05,6.6,19.0,93.8,17,0
20161114_JN,17.959090909,3.5909090909,16.040909091,91.01363636399999,69,0
20161114_SU,15.8,5.6,13.2,78.5,217,0
20161114_US,20.3,6.7,16.0,93.5,16,0
20161115_BS,19.9,8.3,15.2,57.0,71,0
20161115_CB,14.286666667,12.786666667,7.6933333333,48.073333333,33,0
20161115_CN,13.39375,12.61875,7.21875,59.33125,61,0
20161115_DG,17.0,11.5,12.2,42.4,36,0
20161115_DJ,14.6,11.9,8.3,52.6,35,0
20161115_GB,16.558333333,12.5,10.733333333,53.15,58,0
