kma_jid,t_max,t_diff,t_avg,hu,pd_in,HW
20160312_JN,9.7818181818,13.1,3.5454545455,41.927272726999995,21,0
20160312_SU,6.4,9.7,2.0,55.6,48,0
20160312_US,10.6,11.4,4.6,34.3,4,0
20160313_BS,10.7,5.5,7.6,44.6,3,0
20160313_CB,7.333333333300001,8.0133333333,2.82,57.513333333,0,0
20160313_CN,8.9125,8.8875,3.71875,66.975,1,0
20160313_DG,9.3,7.1,5.7,50.9,1,0
20160313_DJ,9.2,8.4,4.1,56.5,0,0
20160313_GB,9.0,8.7375,4.3291666667,52.15,1,0
20160313_GG,7.2119047619000005,6.114285714299999,3.5476190476,70.164285714,6,0
20160313_GJ,8.7,5.7,5.2,57.3,0,0
20160313_GN,9.4181818182,6.918181818200001,5.7318181818,49.204545455,2,0
20160313_GW,7.0611111111,6.072222222200001,3.6333333333,66.366666667,2,0
20160313_IC,6.44,4.29,3.67,84.07,1,0
20160313_JB,8.9133333333,8.4333333333,4.2266666667,54.613333333,4,0
20160313_JJ,10.1,3.65,8.15,73.8,0,0
20160313_JN,8.3409090909,6.0045454545000005,4.8181818182,63.395454545,0,0
20160313_SU,6.5,4.6,3.7,68.1,7,0
20160313_US,10.5,7.3,7.1,43.0,0,0
20160314_BS,14.3,10.2,7.7,57.8,82,0
20160314_CB,9.7266666667,10.846666667000001,3.5466666667,61.46,49,0
20160314_CN,9.225,10.53125,3.51875,72.4125,66,0
20160314_DG,12.1,9.9,6.2,56.1,68,0
20160314_DJ,10.2,9.9,4.4,64.1,51,0
20160314_GB,10.229166667000001,11.733333333,3.8043478261000003,60.247826087,81,0
20160314_GG,9.7761904762,9.4238095238,4.4761904762,64.866666667,211,0
20160314_GJ,9.9,8.4,4.9,61.1,48,0
20160314_GN,12.990909090999999,11.972727273,6.43,51.1,77,0
20160314_GW,8.461111111100001,9.744444444400001,3.0333333333,66.622222222,47,0
20160314_IC,8.5,6.63,4.77,68.19,51,0
20160314_JB,8.7933333333,10.193333333,3.1,70.36,106,0
20160314_JJ,11.3,5.9,8.1,58.7,17,0
20160314_JN,10.027272727,9.4090909091,4.8545454545,64.972727273,58,0
20160314_SU,9.6,8.3,4.7,57.0,238,0
20160314_US,11.3,8.7,5.7,62.5,15,0
20160315_BS,12.3,9.1,8.2,49.5,72,0
20160315_CB,13.34,16.52,5.24,44.746666667,41,0
20160315_CN,12.81875,16.95625,4.2875,63.85,51,0
20160315_DG,15.6,17.0,7.6,49.8,68,0
20160315_DJ,14.0,16.7,6.0,48.3,41,0
20160315_GB,13.933333333,16.6625,6.1166666667,49.091666667,62,0
20160315_GG,12.473809524000002,14.688095237999999,4.9880952381,51.480952381,180,0
20160315_GJ,15.5,16.0,7.2,47.6,29,0
20160315_GN,14.131818182,14.568181818,6.8045454545,48.65,61,0
20160315_GW,12.544444444000002,15.761111110999998,5.5277777778,49.627777778,32,0
20160315_IC,9.45,9.29,4.83,61.69,53,0
20160315_JB,13.56,16.82,4.96,55.226666666999996,64,0
20160315_JJ,12.25,8.25,8.75,56.2,10,0
20160315_JN,13.577272727,15.013636364000002,6.1454545455,55.595454545,58,0
20160315_SU,12.4,13.4,5.2,43.4,242,0
20160315_US,13.0,13.1,7.1,53.0,17,0
20160316_BS,16.2,8.9,11.2,45.9,75,0
20160316_CB,16.213333332999998,13.92,8.133333333300001,36.86,32,0
20160316_CN,14.89375,13.975,6.96875,54.71875,58,0
20160316_DG,18.6,13.2,11.2,35.9,75,0
20160316_DJ,17.1,13.6,9.2,40.1,31,0
20160316_GB,18.004166667,14.116666667,9.983333333300001,32.604166667,52,0
20160316_GG,14.319047619000001,12.15,7.2738095238,50.971428571000004,236,0
20160316_GJ,17.4,13.1,9.6,50.3,34,0
20160316_GN,17.054545455,12.936363636,9.4727272727,48.95,77,0
20160316_GW,16.4,12.827777778,9.255555555599999,35.2,33,0
20160316_IC,11.66,8.62,6.71,70.0,58,0
20160316_JB,15.54,13.813333333,7.52,45.686666667,74,0
20160316_JJ,15.5,7.5,11.6,58.1,8,0
20160316_JN,16.331818182,12.881818182,8.9181818182,60.004545455,55,0
20160316_SU,13.8,11.1,7.5,45.1,236,0
20160316_US,20.0,14.5,11.4,44.3,11,0
20160317_BS,16.9,9.1,12.6,57.4,76,0
20160317_CB,18.36,19.48,9.34,39.106666667,32,0
20160317_CN,17.45625,19.0125,8.8375,59.2125,51,0
20160317_DG,21.1,19.2,12.4,37.0,65,0
20160317_DJ,18.9,19.4,10.1,44.9,35,0
20160317_GB,19.9125,18.4375,11.375,34.554166667,65,0
20160317_GG,15.535714286,15.35952381,8.7,46.966666667,198,0
20160317_GJ,19.4,15.6,12.4,54.8,31,0
20160317_GN,18.440909090999998,16.190909090999998,10.672727273,55.027272726999996,67,0
20160317_GW,17.338888889,15.994444444,9.8388888889,38.316666667,34,0
20160317_IC,12.64,10.45,8.41,58.54,49,0
20160317_JB,18.566666667,18.973333333,9.74,55.74,88,0
20160317_JJ,19.5,10.85,14.4,66.95,14,0
20160317_JN,18.404545455,15.977272727,10.990909090999999,61.48636363600001,67,0
20160317_SU,14.7,12.7,9.3,40.9,207,0
20160317_US,19.6,15.2,12.7,42.8,14,0
20160318_BS,13.4,1.9,12.7,97.9,58,0
20160318_CB,14.366666667,7.1866666667,10.286666667,74.653333333,33,0
20160318_CN,16.36875,8.5125,11.20625,81.0375,40,0
20160318_DG,13.7,5.1,10.7,89.8,49,0
20160318_DJ,13.9,5.5,11.0,88.0,20,0
20160318_GB,13.379166667,5.3041666667000005,10.545833333,84.725,64,0
20160318_GG,19.669047619,11.933333333,12.511904762,56.24047619,170,0
20160318_GJ,14.4,4.7,12.0,96.6,22,0
20160318_GN,12.781818182,4.1681818182,10.777272727,92.80909090899999,47,0
20160318_GW,18.061111111,11.605555555999999,11.366666667,56.961111111,39,0
20160318_IC,17.59,9.74,11.98,69.01,41,0
20160318_JB,15.493333332999999,7.0133333333,11.226666667,91.23333333299999,64,0
20160318_JJ,17.85,4.45,14.7,94.4,19,0
20160318_JN,14.331818182000001,5.3181818182,11.7,93.01363636399999,56,0
20160318_SU,20.1,11.3,13.4,50.0,191,0
20160318_US,14.0,3.1,12.7,89.4,9,0
20160319_BS,19.4,9.0,13.3,66.6,17,0
20160319_CB,17.58,12.62,10.06,67.646666667,8,0
20160319_CN,15.9375,12.55,8.94375,77.0375,21,0
20160319_DG,16.9,10.2,10.8,73.4,19,0
20160319_DJ,18.2,11.4,11.0,75.4,11,0
20160319_GB,16.320833333,10.870833333,10.295833333,71.783333333,16,0
20160319_GG,17.335714285999998,12.535714286,10.388095238,64.383333333,62,0
20160319_GJ,18.5,12.1,11.6,66.1,12,0
20160319_GN,18.959090909,10.954545455,12.427272727,69.340909091,23,0
20160319_GW,16.705555556,12.688888889000001,9.7944444444,63.016666666999996,11,0
20160319_IC,14.66,7.57,9.95,74.4,11,0
20160319_JB,15.993333332999999,11.826666667000001,9.0866666667,78.07333333300001,34,0
20160319_JJ,17.4,6.55,13.85,73.9,0,0
20160319_JN,16.940909090999998,11.227272727,10.95,71.863636364,34,0
20160319_SU,18.1,11.5,11.4,58.3,57,0
20160319_US,16.0,7.6,11.7,69.0,5,0
20160320_BS,14.2,5.6,10.6,60.9,1,0
20160320_CB,15.906666667,13.46,8.946666666699999,60.066666667,2,0
20160320_CN,15.425,14.925,7.1375,76.0625,0,0
20160320_DG,11.7,4.4,9.0,65.1,1,0
20160320_DJ,17.5,14.5,9.7,62.8,0,0
20160320_GB,11.8125,8.2708333333,7.5583333333,67.225,0,0
20160320_GG,16.654761905,13.45,9.1714285714,62.357142857,10,0
20160320_GJ,17.7,14.2,9.2,67.8,0,0
20160320_GN,13.918181817999999,6.472727272699999,10.031818182,63.05,2,0
20160320_GW,12.011111110999998,8.9277777778,7.6611111111,64.65,1,0
20160320_IC,13.28,9.15,8.26,77.6,2,0
20160320_JB,15.533333333,14.446666667,7.54,73.21333333300001,2,0
20160320_JJ,15.1,6.8,11.8,73.35,0,0
20160320_JN,15.081818182000001,11.886363635999999,8.55,73.98636363600001,3,0
20160320_SU,17.5,12.6,10.6,54.0,6,0
20160320_US,11.7,4.0,9.1,63.9,3,0
20160321_BS,14.8,7.5,10.2,59.6,96,0
20160321_CB,16.993333333,15.36,9.0066666667,54.186666667,39,0
20160321_CN,15.71875,15.25,7.3,72.20625,73,0
20160321_DG,16.8,11.6,10.8,54.4,69,0
20160321_DJ,17.4,15.1,9.5,57.6,43,0
20160321_GB,15.216666667,13.629166667,8.2166666667,60.529166667,66,0
20160321_GG,16.554761905,13.311904762000001,8.9928571429,61.13095238100001,234,0
20160321_GJ,18.0,13.7,10.1,62.9,46,0
20160321_GN,16.1,10.695454545,9.8318181818,60.818181818,87,0
20160321_GW,15.116666667,14.377777777999999,8.394444444400001,60.38888888899999,38,0
20160321_IC,12.48,8.1,7.43,82.5,35,0
20160321_JB,15.566666667,14.526666667,7.7133333333000005,70.366666667,96,0
20160321_JJ,15.25,6.35,12.0,63.35,18,0
20160321_JN,16.054545455,12.8,9.1590909091,70.56363636399999,66,0
20160321_SU,16.1,10.6,9.9,54.1,260,0
20160321_US,13.9,7.6,9.7,56.5,13,0
20160322_BS,16.8,9.7,12.3,60.1,80,0
20160322_CB,16.793333333,15.626666667,9.026666666699999,42.933333333,36,0
20160322_CN,15.175,14.84375,7.41875,69.39375,52,0
20160322_DG,20.2,15.7,12.9,45.0,65,0
20160322_DJ,17.6,16.1,9.4,52.6,42,0
20160322_GB,19.183333333,16.725,10.925,45.866666667,73,0
20160322_GG,14.278571429000001,12.626190476,7.6238095238,63.754761905,212,0
20160322_GJ,18.4,14.6,9.6,59.1,29,0
20160322_GN,18.631818182,15.104545455,10.686363636,60.172727273,57,0
20160322_GW,16.038888889000003,13.85,9.1833333333,48.61111111100001,39,0
20160322_IC,9.85,6.57,5.99,89.76,43,0
20160322_JB,15.946666667,15.62,7.5533333333,62.706666667,90,0
20160322_JJ,15.65,8.2,11.3,65.7,23,0
20160322_JN,16.309090909000002,13.590909090999999,8.9136363636,64.35,78,0
20160322_SU,13.8,10.3,8.0,58.1,232,0
20160322_US,20.9,16.6,12.2,56.4,10,0
20160323_BS,15.1,6.9,11.0,66.5,61,0
20160323_CB,13.426666667000001,9.6266666667,7.64,46.86,29,0
20160323_CN,12.90625,9.5,7.25,62.10625,58,0
20160323_DG,15.7,9.3,10.0,61.1,50,0
20160323_DJ,14.5,9.9,8.3,55.0,27,0
20160323_GB,13.7,9.0833333333,8.6291666667,54.929166667,64,0
20160323_GG,13.614285714000001,10.09047619,8.0571428571,54.238095238,203,0
20160323_GJ,15.1,10.2,8.4,51.0,30,0
20160323_GN,16.222727273,10.081818182000001,10.686363636,56.45,63,0
20160323_GW,10.666666667000001,8.505555555599999,5.8888888888999995,66.56666666699999,39,0
20160323_IC,11.42,7.52,7.18,61.87,47,0
20160323_JB,13.446666667,10.466666667,7.0933333333,62.126666666999995,66,0
20160323_JJ,15.45,7.95,10.85,58.2,14,0
20160323_JN,14.627272727000001,9.7045454545,8.4727272727,56.23636363600001,48,0
20160323_SU,13.8,10.0,8.2,49.6,213,0
20160323_US,12.8,5.4,9.4,65.0,8,0
20160324_BS,13.5,8.1,8.6,58.1,70,0
20160324_CB,12.673333332999999,12.573333332999999,6.28,46.273333333000004,36,0
20160324_CN,12.3875,12.51875,5.8,55.725,49,0
20160324_DG,10.8,7.8,6.8,64.8,45,0
20160324_DJ,13.3,11.7,6.9,49.4,33,0
20160324_GB,11.408333333,9.7125,6.4208333333,56.820833333,74,0
20160324_GG,12.807142857,12.219047619000001,6.588095238099999,43.833333333,209,0
20160324_GJ,14.4,12.2,7.3,45.9,39,0
20160324_GN,12.75,8.1454545455,8.1,53.218181818000005,49,0
20160324_GW,10.838888889000001,11.311111110999999,5.1166666667000005,57.783333333,33,0
20160324_IC,10.26,8.17,6.12,46.08,47,0
20160324_JB,12.74,13.54,5.426666666699999,57.073333333,73,0
20160324_JJ,13.6,7.3,9.55,49.8,15,0
20160324_JN,12.863636364000001,10.477272727,6.9954545454999995,53.772727273,60,0
20160324_SU,12.7,11.1,7.2,36.5,225,0
20160324_US,10.4,6.2,7.2,60.5,10,0
20160325_BS,11.7,5.4,8.1,58.8,73,0
20160325_CB,11.76,11.013333333,5.92,49.306666666999995,28,0
20160325_CN,12.15625,13.68125,4.875,64.34375,65,0
20160325_DG,11.6,8.3,6.5,71.3,47,0
20160325_DJ,13.3,12.1,6.8,50.4,31,0
20160325_GB,9.9125,7.4375,5.666666666699999,67.341666667,64,0
20160325_GG,12.271428571,11.480952381,6.1476190476,53.357142857,157,0
20160325_GJ,14.1,12.2,6.7,58.6,25,0
20160325_GN,11.154545455,6.3272727273000005,7.368181818200001,65.381818182,55,0
20160325_GW,10.277777777999999,9.144444444400001,5.1277777777999995,65.111111111,36,0
20160325_IC,10.11,8.27,6.03,67.71,40,0
20160325_JB,11.853333333,12.12,5.2666666667,62.546666667,75,0
20160325_JJ,12.8,5.75,9.4,57.05,14,0
20160325_JN,12.304545455,11.195454545,6.118181818200001,64.23636363600001,58,0
20160325_SU,12.6,10.5,7.1,43.9,202,0
20160325_US,10.4,5.3,7.3,64.3,12,0
20160326_BS,11.1,5.5,7.4,78.0,26,0
20160326_CB,12.546666667,13.42,5.586666666699999,48.026666667,12,0
20160326_CN,12.10625,14.58125,4.33125,65.5125,21,0
20160326_DG,13.6,10.8,7.2,72.5,17,0
20160326_DJ,12.9,13.1,6.4,55.5,8,0
20160326_GB,12.766666667,11.795833333,6.15,66.829166667,17,0
20160326_GG,12.826190475999999,12.680952380999999,5.757142857100001,58.65952381,62,0
20160326_GJ,11.1,10.1,5.2,63.5,13,0
20160326_GN,11.9,9.1727272727,6.8227272727,68.959090909,24,0
20160326_GW,12.777777777999999,13.188888889000001,5.8666666667,58.938888889,8,0
20160326_IC,10.35,7.98,5.92,77.04,12,0
20160326_JB,11.313333333,12.846666667000001,4.62,62.893333333,27,0
20160326_JJ,12.55,6.4,8.65,48.35,5,0
20160326_JN,10.772727273,10.431818182,5.340909090899999,60.081818182,19,0
20160326_SU,12.6,10.5,6.5,54.5,66,0
20160326_US,11.4,7.7,5.7,87.6,1,0
20160327_BS,16.2,11.9,9.5,58.3,2,0
20160327_CB,14.346666667000001,15.4,6.5133333333,41.613333333,1,0
20160327_CN,13.7,15.8375,5.25,62.04375,0,0
20160327_DG,15.7,13.9,9.7,46.8,3,0
20160327_DJ,15.1,15.4,7.2,49.8,0,0
20160327_GB,14.866666667,14.65,7.720833333300001,48.995833333,0,0
20160327_GG,13.604761905,12.997619047999999,6.5952380952,57.354761905,4,0
20160327_GJ,15.3,14.2,7.1,49.9,0,0
20160327_GN,15.072727273,13.45,8.2181818182,54.640909091000005,3,0
20160327_GW,14.244444444,14.083333332999999,7.55,47.383333333,0,0
20160327_IC,10.71,8.06,6.3,79.7,1,0
20160327_JB,13.22,14.233333333,5.5,57.48,1,0
20160327_JJ,13.45,8.1,9.75,47.5,0,0
20160327_JN,13.927272727,13.704545455,6.686363636399999,54.109090908999995,2,0
20160327_SU,13.1,10.9,7.2,55.6,7,0
20160327_US,15.7,13.6,8.8,59.5,1,0
20160328_BS,18.3,11.6,11.8,41.6,83,0
20160328_CB,17.58,18.953333333,8.5466666667,36.273333333000004,52,0
20160328_CN,16.6,18.1875,7.95,59.20625,58,0
20160328_DG,18.7,15.0,11.6,31.6,71,0
20160328_DJ,17.9,18.2,9.4,44.9,40,0
20160328_GB,18.179166667,16.633333333,9.675,34.866666667,75,0
20160328_GG,17.383333333,16.776190476,8.9857142857,48.766666666999996,236,0
20160328_GJ,18.8,17.8,9.8,50.3,38,0
20160328_GN,18.240909091,16.059090909000002,10.095454545,44.218181818000005,88,0
20160328_GW,17.477777778,15.7,9.866666666699999,37.2,37,0
20160328_IC,14.24,11.04,8.64,70.0,45,0
20160328_JB,17.466666667000002,18.74,8.5466666667,48.32,97,0
20160328_JJ,17.45,11.2,12.5,42.35,19,0
20160328_JN,16.886363636,16.554545455,8.9227272727,56.73636363600001,83,0
20160328_SU,17.4,15.1,9.8,47.8,261,0
20160328_US,19.0,13.3,12.6,32.6,20,0
20160329_BS,16.3,6.2,13.3,57.8,97,0
20160329_CB,19.026666667,14.893333333,12.153333332999999,46.126666666999995,41,0
20160329_CN,17.6125,12.94375,11.49375,68.81875,53,0
20160329_DG,18.8,13.2,12.5,48.5,59,0
20160329_DJ,18.3,11.8,12.9,54.9,35,0
20160329_GB,19.125,15.270833332999999,12.133333333,42.479166667,75,0
20160329_GG,17.771428570999998,12.066666667,11.126190476,60.673809524,198,0
20160329_GJ,16.4,9.6,12.0,65.3,32,0
20160329_GN,17.140909090999997,12.231818182,11.75,59.277272726999996,77,0
20160329_GW,19.183333333,13.766666667,12.572222222,42.122222222,39,0
20160329_IC,14.31,7.07,10.11,82.4,45,0
20160329_JB,17.613333333,12.9,11.82,56.16,100,0
20160329_JJ,16.8,6.1,14.25,53.75,11,0
20160329_JN,16.05,10.759090909000001,11.527272727,68.136363636,45,0
20160329_SU,17.1,9.5,11.3,57.8,227,0
20160329_US,18.5,11.7,13.0,55.0,14,0
20160330_BS,19.6,7.2,15.0,64.3,82,0
20160330_CB,20.486666667,14.206666667,12.633333333,45.993333333,35,0
20160330_CN,19.85,15.14375,11.475,63.06875,53,0
20160330_DG,22.4,14.6,15.4,46.4,56,0
20160330_DJ,22.9,15.3,14.4,53.0,38,0
20160330_GB,21.058333333,14.454166667,13.541666667000001,44.1125,57,0
20160330_GG,18.361904762,12.392857142999999,11.071428570999998,56.280952381000006,193,0
20160330_GJ,22.9,13.6,15.4,48.0,25,0
20160330_GN,21.654545455,13.359090909,14.290909091,57.640909091000005,52,0
20160330_GW,18.922222222000002,12.422222222,12.383333333,46.038888889,31,0
20160330_IC,13.51,7.62,8.67,79.97,44,0
20160330_JB,21.086666667,15.48,12.62,56.1,69,0
20160330_JJ,17.5,4.95,14.55,78.65,14,0
20160330_JN,21.190909090999998,13.586363636,13.272727273,65.972727273,51,0
20160330_SU,18.3,11.3,11.5,49.9,209,0
20160330_US,21.6,10.3,15.6,55.8,10,0
20160331_BS,19.3,8.2,14.8,69.9,61,0
20160331_CB,20.88,18.026666667,11.92,35.426666667,22,0
20160331_CN,22.38125,19.05,12.425,45.525,49,0
20160331_DG,21.1,14.3,13.9,40.1,54,0
20160331_DJ,21.7,16.6,13.1,42.4,40,0
20160331_GB,20.15,15.858333333,12.0125,39.7125,51,0
20160331_GG,21.683333333,17.502380952,12.807142857,35.128571429000004,186,0
20160331_GJ,22.3,13.2,15.0,43.9,43,0
20160331_GN,20.163636364000002,13.036363635999999,12.95,64.30909090899999,57,0
20160331_GW,20.494444444000003,16.211111110999997,12.533333333,36.283333333,38,0
20160331_IC,19.42,12.92,12.42,44.49,41,0
20160331_JB,22.206666666999997,17.773333333,12.386666667,46.9,62,0
20160331_JJ,15.9,2.9,13.95,84.4,13,0
20160331_JN,19.822727272999998,12.768181818,12.795454545,66.118181818,49,0
20160331_SU,21.4,15.4,13.5,27.0,223,0
20160331_US,20.9,12.7,13.4,63.8,4,0
20160401_BS,22.0,11.0,16.1,59.6,661,0
20160401_CB,25.013333333000002,21.833333333000002,14.106666667,32.96,112,0
20160401_CN,23.275,20.7375,12.65625,46.09375,291,0
20160401_DG,23.2,17.6,14.4,48.9,286,0
20160401_DJ,25.4,20.6,15.0,36.8,221,0
20160401_GB,22.145833333000002,19.091666667000002,12.620833333,51.566666667,352,0
20160401_GG,23.9,18.6,14.24047619,33.830952380999996,901,0
20160401_GJ,25.5,17.7,15.7,44.8,222,0
20160401_GN,24.018181818000002,17.381818182,14.454545455,58.48636363600001,456,0
20160401_GW,21.455555556,17.627777778,12.072222222,50.122222222,97,0
20160401_IC,19.81,11.93,13.35,41.05,153,0
20160401_JB,23.433333333,19.933333333,12.926666667000001,49.153333333,405,0
20160401_JJ,19.75,9.45,14.85,65.9,27,0
20160401_JN,22.768181818000002,16.572727272999998,13.854545455,58.077272727,267,0
20160401_SU,23.8,16.5,15.3,26.0,502,0
20160401_US,20.6,12.9,13.9,69.5,143,0
20160402_BS,18.8,7.4,15.1,76.9,12,0
20160402_CB,24.173333333000002,18.9,15.12,36.78,14,0
20160402_CN,22.63125,18.6125,13.45625,56.5375,19,0
20160402_DG,24.3,17.6,15.2,60.1,16,0
20160402_DJ,24.6,17.7,16.0,40.9,5,0
20160402_GB,22.345833333,17.420833333,14.141666667,56.695833333,27,0
20160402_GG,22.385714286,15.242857143,14.326190475999999,45.333333333,64,0
20160402_GJ,24.1,14.8,16.6,53.0,6,0
20160402_GN,19.740909091,12.213636364000001,14.095454545,71.231818182,24,0
20160402_GW,20.011111110999998,14.644444444000001,13.061111110999999,54.633333333,8,0
20160402_IC,18.55,8.91,13.21,62.11,16,0
20160402_JB,23.18,17.873333332999998,14.466666667,54.066666667,32,0
20160402_JJ,19.95,8.45,16.1,65.85,2,0
20160402_JN,20.709090909,13.627272727000001,14.372727272999999,68.863636364,19,0
20160402_SU,21.7,12.1,15.0,40.8,52,0
20160402_US,18.1,10.7,13.9,84.1,4,0
20160403_BS,18.0,6.5,14.2,86.8,0,0
20160403_CB,15.72,7.36,11.913333332999999,62.773333333000004,1,0
20160403_CN,15.31875,7.2,11.88125,75.73125,1,0
20160403_DG,15.6,6.4,11.7,83.4,1,0
20160403_DJ,16.4,5.6,13.4,68.4,0,0
20160403_GB,16.404166667000002,8.2833333333,11.216666667,79.408333333,2,0
20160403_GG,13.65,5.411904761900001,10.895238095,75.902380952,10,0
20160403_GJ,17.7,5.5,14.1,85.1,0,0
20160403_GN,15.254545455,4.5772727273000005,12.881818182,90.695454545,1,0
20160403_GW,13.311111110999999,6.1722222222,9.8444444444,78.805555556,0,0
20160403_IC,13.26,4.47,10.65,78.2,1,0
20160403_JB,15.9,6.3533333333,12.593333333,82.186666667,3,0
20160403_JJ,17.7,2.85,16.0,91.5,0,0
20160403_JN,15.995454545,5.1,13.440909090999998,89.704545455,0,0
20160403_SU,12.7,4.5,10.7,75.1,9,0
20160403_US,16.6,6.6,12.6,96.8,0,0
20160404_BS,13.6,3.1,11.7,84.5,101,0
20160404_CB,17.626666667000002,8.98,12.346666667000001,62.046666667,44,0
20160404_CN,18.96875,11.88125,12.2,63.56875,65,0
20160404_DG,13.1,4.1,10.7,83.0,78,0
20160404_DJ,18.3,8.2,13.5,69.6,48,0
20160404_GB,12.916666667000001,5.3583333333,9.945833333300001,85.233333333,74,0
20160404_GG,19.804761905,14.807142857,12.178571429000002,48.373809523999995,262,0
20160404_GJ,17.8,7.1,13.4,80.5,43,0
20160404_GN,12.986363635999998,2.9818181818,11.213636364000001,87.3,82,0
20160404_GW,17.511111110999998,12.283333333,10.966666667,66.472222222,49,0
20160404_IC,17.58,12.08,11.14,56.13,39,0
20160404_JB,16.266666667,7.62,11.866666667,78.053333333,100,0
20160404_JJ,15.95,3.2,13.6,92.8,16,0
20160404_JN,15.131818182,4.8909090909,12.418181817999999,85.377272727,68,0
20160404_SU,19.8,14.7,12.3,42.6,245,0
20160404_US,12.0,3.7,10.1,96.9,11,0
20160405_BS,19.5,8.7,14.3,65.5,76,0
20160405_CB,19.886666667,16.073333333,12.013333333,37.166666667,32,0
20160405_CN,18.5375,16.86875,9.99375,52.33125,58,0
20160405_DG,20.9,12.4,14.1,52.4,71,0
20160405_DJ,20.8,15.2,13.0,39.3,27,0
20160405_GB,20.454166667,14.679166667,12.941666667,51.445833333,51,0
20160405_GG,18.338095238,14.14047619,11.030952380999999,45.688095238,199,0
20160405_GJ,21.2,14.1,12.9,41.9,34,0
20160405_GN,20.372727273,11.872727272999999,13.272727273,65.386363636,62,0
20160405_GW,20.661111111,16.327777777999998,13.061111110999999,40.144444444,41,0
20160405_IC,13.04,7.08,9.24,73.75,29,0
20160405_JB,18.866666667,15.166666667000001,10.533333333,50.826666667,83,0
20160405_JJ,16.75,4.85,13.95,78.45,15,0
20160405_JN,19.140909090999997,12.15,12.172727273,53.6,55,0
20160405_SU,18.1,12.2,11.4,45.1,243,0
20160405_US,19.5,12.6,13.0,72.8,20,0
20160406_BS,20.9,9.9,14.8,60.6,79,0
20160406_CB,22.653333333000003,18.566666667,13.26,43.266666666999996,33,0
20160406_CN,22.975,19.71875,12.60625,56.05,59,0
20160406_DG,22.1,13.8,14.1,53.5,49,0
20160406_DJ,23.7,18.2,13.9,50.1,25,0
20160406_GB,21.008333333,14.8375,13.225,52.116666667,59,0
20160406_GG,22.995238095,17.84047619,14.030952380999999,45.397619048,184,0
20160406_GJ,20.7,12.1,12.5,55.3,31,0
20160406_GN,20.881818182,13.281818182,12.781818182,62.886363636000006,57,0
20160406_GW,20.927777778,14.783333333,13.594444444,49.283333333,29,0
20160406_IC,21.23,14.49,13.27,60.38,31,0
20160406_JB,21.76,17.46,11.406666667,61.033333333,71,0
20160406_JJ,18.15,6.45,15.0,80.55,14,0
20160406_JN,18.7,12.072727273,11.731818182,63.131818181999996,52,0
20160406_SU,22.9,16.3,14.4,44.3,225,0
20160406_US,20.3,10.2,14.9,50.0,21,0
20160407_BS,16.5,5.1,12.7,93.8,65,0
20160407_CB,18.513333333,10.126666667,12.666666667000001,74.673333333,36,0
20160407_CN,18.40625,9.53125,12.6125,82.16875,41,0
20160407_DG,17.6,8.2,13.1,84.8,58,0
20160407_DJ,18.6,9.5,13.2,78.9,22,0
20160407_GB,17.3625,8.733333333300001,12.179166667,84.65,70,0
20160407_GG,20.647619048,10.738095238,13.830952381,74.314285714,224,0
20160407_GJ,17.3,7.9,13.0,86.3,40,0
20160407_GN,17.586363635999998,8.068181818200001,12.481818182,86.71818181799999,61,0
20160407_GW,18.794444444,9.038888888899999,13.305555556,76.15555555600001,29,0
20160407_IC,19.14,10.35,13.1,80.69,43,0
20160407_JB,16.393333333,7.7,11.6,87.3,75,0
20160407_JJ,20.75,7.75,15.45,86.8,11,0
20160407_JN,16.386363636,6.9318181818,12.531818182,89.28181818200001,47,0
20160407_SU,20.6,10.1,14.1,69.5,234,0
20160407_US,16.2,6.1,12.4,93.8,9,0
20160408_BS,21.7,9.3,16.5,61.8,75,0
20160408_CB,22.086666667,14.993333332999999,13.606666667,62.226666666999996,29,0
20160408_CN,19.525,12.85625,11.20625,82.35625,56,0
20160408_DG,24.8,16.1,16.8,52.6,52,0
20160408_DJ,21.8,13.5,14.0,71.5,29,0
20160408_GB,23.475,15.241666667,16.0,49.2625,64,0
20160408_GG,19.583333333,12.302380952,11.016666667,79.347619048,161,0
20160408_GJ,23.5,14.2,15.4,64.1,28,0
20160408_GN,23.213636364,13.377272727000001,15.540909091,60.304545455,57,0
20160408_GW,21.411111111,13.583333332999999,14.722222222000001,48.694444444,51,0
20160408_IC,13.8,7.44,8.05,95.81,38,0
20160408_JB,21.133333333,13.486666667,12.273333333,75.88,73,0
20160408_JJ,18.25,5.9,14.45,82.2,16,0
20160408_JN,21.586363635999998,12.668181817999999,14.122727272999999,71.109090909,52,0
20160408_SU,18.7,10.9,11.1,76.1,194,0
20160408_US,22.1,11.9,16.6,55.9,13,0
20160409_BS,22.6,9.5,17.2,50.6,14,0
20160409_CB,22.68,14.58,15.306666667,62.286666667,9,0
20160409_CN,20.275,13.03125,12.89375,77.2,17,0
20160409_DG,25.7,15.5,18.2,42.0,21,0
20160409_DJ,23.3,13.5,15.9,59.9,5,0
20160409_GB,24.7,15.25,17.066666667,47.266666666999996,15,0
20160409_GG,16.238095238,8.9761904762,11.542857142999999,85.204761905,53,0
20160409_GJ,25.2,15.1,17.0,52.6,11,0
20160409_GN,24.218181818,15.140909091,16.040909091,53.759090908999994,25,0
20160409_GW,20.222222222,12.016666667,15.222222222000001,58.594444444,6,0
