date,SO2,CO,O3,NO2,PM10,PM25,place
2016-01-29,0.0036570048309178585,0.43262411347517765,0.029282828282828237,0.0178525252525252,16.955823293172692,13.460905349794238,BS
2016-01-30,0.0038676470588235134,0.4233796296296305,0.024765873015873012,0.018988095238095186,21.103174603174605,14.610337972166999,BS
2016-01-31,0.005593137254901942,0.5393518518518522,0.019777777777777752,0.021478174603174548,58.24801587301587,44.763888888888886,BS
2016-02-01,0.0045133819951338,0.38474178403756015,0.024388535031847125,0.020227368421052598,31.846774193548388,19.93839835728953,BS
2016-02-02,0.004992874109263633,0.4187648456057018,0.019545647558386375,0.027102296450939416,36.9290060851927,22.11764705882353,BS
2016-02-03,0.005742316784869943,0.4635933806146582,0.018103734439833992,0.029785425101214544,43.92338709677419,26.399598393574298,BS
2016-02-04,0.006179669030732814,0.5044917257683219,0.02391733870967736,0.02862701612903222,56.28484848484848,37.16297786720322,BS
2016-02-05,0.00526620370370368,0.45694444444444493,0.023930555555555528,0.025758551307847065,39.66269841269841,24.766932270916335,BS
2016-02-06,0.005412037037037001,0.43564814814814895,0.03022023809523808,0.017824999999999966,40.9781746031746,26.24950099800399,BS
2016-02-07,0.005481481481481448,0.4363425925925939,0.027355158730158684,0.019299999999999953,35.15277777777778,24.658051689860834,BS
2016-02-08,0.006143518518518496,0.43680555555555606,0.03521230158730156,0.016881249999999966,41.236580516898606,27.778884462151396,BS
2016-02-09,0.005726851851851829,0.4342592592592598,0.0362698412698413,0.013816666666666639,55.640243902439025,33.76892430278885,BS
2016-02-10,0.005895833333333312,0.42916666666666764,0.024742063492063468,0.022679166666666608,31.436507936507937,17.400793650793652,BS
2016-02-11,0.006331764705882331,0.5018823529411771,0.017824596774193527,0.0329766949152542,36.97795591182365,20.551724137931036,BS
2016-02-12,0.005643356643356616,0.5191142191142195,0.015104208416833634,0.033355932203389824,38.75249500998004,23.582,BS
2016-02-13,0.005363425925925903,0.4652777777777786,0.014950396825396778,0.02784999999999999,23.05765407554672,15.390873015873016,BS
2016-02-14,0.003891203703703685,0.35787037037037034,0.03081944444444446,0.010066666666666642,21.293650793650794,15.008016032064129,BS
2016-02-15,0.0036438679245282845,0.32193396226415133,0.03216767676767676,0.011124472573839628,27.772,15.544885177453027,BS
2016-02-16,0.004123222748815148,0.4071090047393373,0.028965587044534415,0.014825557809330592,34.90485829959514,22.248421052631578,BS
2016-02-17,0.005335648148148128,0.39120370370370455,0.026349206349206344,0.018460317460317406,30.38,16.476190476190474,BS
2016-02-18,0.006340375586854431,0.4037558685446019,0.025036290322580607,0.024848790322580652,42.790554414784395,25.012048192771083,BS
2016-02-19,0.009261682242990616,0.5158878504672898,0.028317999999999975,0.031438877755511005,59.179282868525895,37.52589641434263,BS
2016-02-20,0.008048611111111072,0.5303240740740739,0.019138888888888865,0.03166666666666666,66.84722222222223,39.37896825396825,BS
2016-02-21,0.004550925925925899,0.3675925925925933,0.033593253968253946,0.013928571428571401,34.18650793650794,17.681451612903224,BS
2016-02-22,0.0068070588235293866,0.44376470588235367,0.014979838709677389,0.03185365853658538,42.069860279441116,24.654885654885653,BS
2016-02-23,0.006592592592592562,0.486342592592593,0.02695418326693225,0.023863917525773187,74.60756972111554,39.15863453815261,BS
2016-02-24,0.0056425233644859536,0.39766355140187004,0.023649298597194397,0.022617234468937833,37.86027944111776,23.263581488933603,BS
2016-02-25,0.005194835680751152,0.40070422535211386,0.03037826961770619,0.0178752515090543,38.55,22.974051896207584,BS
2016-02-26,0.007691764705882315,0.526117647058824,0.0314527162977867,0.029173038229376214,80.61167002012073,55.07429718875502,BS
2016-02-27,0.0080046296296296,0.5449074074074075,0.039746031746031724,0.027301587301587268,100.02380952380952,65.375,BS
2016-02-28,0.007189814814814784,0.5375000000000001,0.03224999999999999,0.026049603174603125,98.26388888888889,63.6468253968254,BS
2016-02-29,0.003957647058823515,0.36517647058823627,0.03561895161290324,0.012665322580645118,41.26369168356998,27.50408163265306,BS
2016-03-01,0.004837962962962943,0.40939759036144685,0.030946428571428524,0.018124999999999978,41.62301587301587,27.732142857142858,BS
2016-03-02,0.006277647058823495,0.4291770573566096,0.029205231388329977,0.026122916666666624,54.27620967741935,34.55040322580645,BS
2016-03-03,0.007030588235294081,0.3891304347826099,0.025453629032258014,0.028991735537190044,36.945891783567134,19.472945891783567,BS
2016-03-04,0.007617370892018741,0.5882903981264629,0.00637826961770621,0.04285714285714285,34.84879032258065,26.59437751004016,BS
2016-03-05,0.009118055555555529,0.44861111111111135,0.02502380952380948,0.024156746031745984,56.64777327935223,35.791666666666664,BS
2016-03-06,0.00590509259259257,0.3766203703703716,0.02543452380952375,0.02223015873015869,32.10569105691057,19.974206349206348,BS
2016-03-07,0.006841232227488132,0.453791469194314,0.025689024390243866,0.023861788617886136,53.765784114052956,23.920570264765786,BS
2016-03-08,0.005483412322274854,0.46800947867298615,0.018176113360323837,0.02958097165991901,72.58316633266533,32.879759519038075,BS
2016-03-09,0.003450471698113194,0.38231132075471863,0.029534274193548374,0.016217659137576956,35.65909090909091,17.955645161290324,BS
2016-03-10,0.003680751173708905,0.3884705882352954,0.025143145161290265,0.01920762711864403,39.94166666666667,22.985943775100402,BS
2016-03-11,0.004103044496487097,0.38391608391608534,0.02927454909819634,0.01969574468085103,40.592592592592595,23.857142857142858,BS
2016-03-12,0.004925925925925907,0.42453703703703777,0.024319444444444404,0.026168859649122776,48.76984126984127,27.992047713717692,BS
2016-03-13,0.006288372093023233,0.4532558139534888,0.027057768924302762,0.02812280701754386,58.624489795918365,34.84769539078156,BS
2016-03-14,0.005721698113207517,0.49551886792452854,0.034327272727272706,0.02389777777777774,75.56378600823045,53.898128898128896,BS
2016-03-15,0.005691387559808582,0.49594272076372387,0.029722448979591833,0.0290176211453744,64.75819672131148,45.1544885177453,BS
2016-03-16,0.007841145833333311,0.5142506142506148,0.029617954070981202,0.04065096359743036,68.19832985386222,48.128151260504204,BS
2016-03-17,0.0074973958333333065,0.5233990147783257,0.02803347280334723,0.040912133891213384,70.11864406779661,48.83686440677966,BS
2016-03-18,0.005212201591511915,0.45985037406483853,0.01342250530785559,0.03912553191489359,31.608988764044945,24.11308203991131,BS
2016-03-19,0.00497894736842103,0.47563451776649807,0.026296137339055746,0.023751072961373375,61.58389261744966,35.64035087719298,BS
2016-03-20,0.005114583333333313,0.39427083333333396,0.03595614035087717,0.014405701754385922,48.771929824561404,25.035242290748897,BS
2016-03-21,0.004856410256410238,0.354358974358975,0.03295661605206071,0.01962039045553141,30.289823008849556,16.314533622559654,BS
2016-03-22,0.0064232673267326495,0.4517326732673275,0.028343157894736855,0.03385894736842104,53.624733475479744,33.11297071129707,BS
2016-03-23,0.005073529411764685,0.4279411764705888,0.036331249999999975,0.0207416666666666,51.9375,29.74946466809422,BS
2016-03-24,0.003844999999999989,0.34375000000000083,0.03530932203389827,0.014631355932203367,24.92258064516129,15.172043010752688,BS
2016-03-25,0.0036947890818858405,0.35135802469135896,0.03204210526315787,0.018303157894736816,26.469473684210527,15.58458244111349,BS
2016-03-26,0.004438725490196056,0.42549019607843225,0.022404166666666635,0.026749999999999958,30.75365344467641,21.956066945606693,BS
2016-03-27,0.004110294117647038,0.4188725490196086,0.039243749999999994,0.019035416666666628,47.580375782881,35.39203354297694,BS
2016-03-28,0.005519906323184992,0.4608899297423901,0.04428370221327966,0.026820925553319865,61.492,41.459514170040485,BS
2016-03-29,0.0067119437939109836,0.5288056206088999,0.04925050100200401,0.028216432865731424,85.034,53.461077844311376,BS
2016-03-30,0.007514084507042232,0.48286384976525903,0.048096385542168676,0.031965863453815226,74.01002004008016,44.67134268537074,BS
2016-03-31,0.009438228438228407,0.583916083916084,0.036403193612774463,0.04042307692307684,100.33752620545073,64.02204408817636,BS
2016-04-01,0.008665094339622615,0.5818396226415092,0.04090909090909094,0.036364978902953544,98.25102880658436,66.93027888446215,BS
2016-04-02,0.007671296296296274,0.4923611111111115,0.03436111111111107,0.03000992063492057,65.52380952380952,45.708333333333336,BS
2016-04-03,0.0076087962962962585,0.42129629629629717,0.03351984126984127,0.022611111111111082,41.226190476190474,31.511904761904763,BS
2016-04-04,0.00368720379146918,0.3860189573459726,0.03570040485829956,0.01916194331983802,18.530364372469634,10.772635814889336,BS
2016-04-05,0.005941037735849031,0.4339622641509441,0.025799999999999962,0.029559670781892953,43.774,27.236,BS
2016-04-06,0.0072257281553397825,0.5177184466019416,0.03603925619834708,0.03399150743099788,62.78260869565217,38.16770186335404,BS
2016-04-07,0.004785353535353512,0.44696969696969746,0.029201284796573853,0.02939866369710464,21.391304347826086,15.093617021276597,BS
2016-04-08,0.006643518518518492,0.47939814814814885,0.024953815261044166,0.03464978902953587,63.37826961770624,33.18913480885312,BS
2016-04-09,0.008870370370370334,0.5275462962962961,0.03617063492063493,0.03751874999999998,104.044,41.50396825396825,BS
2016-04-10,0.006379629629629607,0.4729166666666677,0.042809523809523804,0.02302291666666664,110.73505976095618,46.073412698412696,BS
2016-04-11,0.004033096926713925,0.3614657210401908,0.041038383838383846,0.015199575371549869,43.51411290322581,21.809619238476955,BS
2016-04-12,0.005101176470588204,0.38985849056603944,0.0351191919191919,0.02381528662420382,39.72857142857143,24.134808853118713,BS
2016-04-13,0.005300925925925896,0.4324074074074083,0.023571428571428545,0.02751249999999996,36.1578947368421,23.371031746031747,BS
2016-04-14,0.005542923433874681,0.4661252900232025,0.02639516129032255,0.028234927234927206,56.897750511247445,28.087576374745417,BS
2016-04-15,0.004238207547169791,0.4384433962264159,0.04478024193548388,0.01726612903225803,46.88484848484848,24.267489711934157,BS
2016-04-16,0.005708333333333308,0.46273148148148235,0.030301587301587298,0.029865079365079338,46.87475149105368,27.547619047619047,BS
2016-04-17,0.003020881670533634,0.3726218097447807,0.05168588469184889,0.00776639344262292,32.95825049701789,14.568788501026694,BS
2016-04-18,0.005256470588235273,0.4245901639344273,0.043859719438877676,0.01917635270541078,50.012024048096194,21.453815261044177,BS
2016-04-19,0.005643835616438332,0.4139410187667565,0.04990023201856144,0.017153132250580027,47.44009216589862,26.293577981651374,BS
2016-04-20,0.005785326086956495,0.41766304347826183,0.04193442622950819,0.026908665105386396,45.884433962264154,29.570422535211268,BS
2016-04-21,0.005169117647058792,0.40097560975609847,0.03420624999999997,0.02301244813278003,30.37136929460581,21.931769722814497,BS
2016-04-22,0.0058442822384427925,0.47166276346604336,0.030056250000000017,0.028221774193548373,47.04435483870968,27.342379958246347,BS
2016-04-23,0.007681055155875274,0.5139088729016792,0.0325720524017467,0.030204498977505094,174.97011952191235,57.344298245614034,BS
2016-04-24,0.006892156862745071,0.4330882352941189,0.04201388888888883,0.020058333333333296,166.59839357429718,43.15811965811966,BS
2016-04-25,0.006890547263681571,0.4307888040712477,0.03333802816901402,0.028152219873150076,90.45073375262055,26.372340425531913,BS
2016-04-26,0.006228155339805795,0.45236907730673376,0.03977483443708611,0.02911801242236021,72.1701244813278,27.939655172413794,BS
2016-04-27,0.002775943396226409,0.35825471698113154,0.045202868852458944,0.011294949494949469,25.473469387755102,16.329718004338396,BS
2016-04-28,0.0035138888888888776,0.3824074074074081,0.0405615079365079,0.017608349900596405,33.65277777777778,19.394190871369293,BS
2016-04-29,0.005400932400932377,0.4048951048951061,0.03673588709677417,0.024503006012024053,37.756,21.92184368737475,BS
2016-04-30,0.007032407407407374,0.3875000000000015,0.05258928571428576,0.02083333333333333,57.27579365079365,30.410714285714285,BS
2016-05-01,0.006416666666666628,0.371296296296297,0.06353373015873012,0.016779761904761874,50.17635270541082,25.24055666003976,BS
2016-05-02,0.006654846335697373,0.3627358490566037,0.03626488706365501,0.01957606490872208,42.71313131313131,26.058704453441294,BS
2016-05-03,0.004094907407407381,0.32607655502392335,0.043943089430894276,0.010831349206349162,29.919517102615693,14.585170340681362,BS
2016-05-04,0.005092807424593947,0.3494061757719711,0.05166202783300193,0.013870775347912492,58.45816733067729,19.60238568588469,BS
2016-05-05,0.006877314814814794,0.3826388888888892,0.04606547619047617,0.02414484126984124,45.601190476190474,20.226640159045726,BS
2016-05-06,0.007749999999999979,0.3504629629629627,0.03993055555555551,0.02258333333333332,36.53319919517103,23.061752988047807,BS
2016-05-07,0.004758373205741602,0.3789473684210526,0.040093877551020396,0.019010204081632624,133.68312757201647,42.19467213114754,BS
2016-05-08,0.004935185185185165,0.36250000000000043,0.04670833333333332,0.01724206349206346,120.35470941883767,35.273809523809526,BS
2016-05-09,0.013176886792452802,0.3964622641509444,0.03270161290322582,0.0295604838709677,73.85420944558521,31.995991983967937,BS
2016-05-10,0.005943262411347483,0.3918793503480288,0.03179241516966064,0.021964071856287393,38.36842105263158,26.582834331337324,BS
2016-05-11,0.005372839506172804,0.3463942307692305,0.0412566735112936,0.020004106776180648,23.991786447638603,16.490721649484534,BS
2016-05-12,0.006255696202531619,0.3683544303797467,0.03941437632135302,0.02430620985010706,34.73175965665236,21.23010752688172,BS
2016-05-13,0.005549999999999974,0.3792499999999992,0.04490329218106995,0.02065466101694913,37.768577494692146,23.215217391304346,BS
2016-05-14,0.005391203703703685,0.356712962962963,0.0431669980119284,0.015507936507936476,30.724206349206348,16.081349206349206,BS
2016-05-15,0.005437499999999973,0.3287037037037038,0.03098809523809522,0.015559523809523773,32.514910536779325,20.220238095238095,BS
2016-05-16,0.004045454545454525,0.3708133971291869,0.033306122448979576,0.018180327868852406,32.36746987951807,20.079591836734693,BS
2016-05-17,0.005748826291079791,0.4416075650118214,0.03791129032258061,0.030264033264033235,43.174089068825914,23.82555780933063,BS
2016-05-18,0.009604651162790669,0.4900000000000011,0.03621713147410361,0.042304780876494,53.464,32.56772908366534,BS
2016-05-19,0.010034653465346514,0.4316049382716063,0.040440928270042205,0.03555485232067504,43.45147679324894,26.856540084388186,BS
2016-05-20,0.00783959899749371,0.4157894736842116,0.04655696202531642,0.027219409282700363,44.39203354297694,28.09014675052411,BS
2016-05-21,0.007243055555555532,0.44027777777777916,0.04929149797570851,0.023113360323886604,45.02584493041749,30.6765873015873,BS
2016-05-22,0.008344907407407365,0.40462962962963117,0.05857083333333331,0.01828541666666664,45.37060041407867,32.10912698412698,BS
2016-05-23,0.010578199052132664,0.4767772511848351,0.037538144329896876,0.03309072164948451,54.356818181818184,37.4868154158215,BS
2016-05-24,0.006848130841121464,0.3630841121495331,0.032344689378757494,0.026873747494989955,35.67260579064588,24.93013972055888,BS
2016-05-25,0.00713176470588233,0.4644705882352948,0.04576861167002012,0.03003018108651906,52.48523206751055,36.89676113360324,BS
2016-05-26,0.008984962406015007,0.5834586466165408,0.05312711864406775,0.038519148936170186,84.93406593406593,64.29278350515465,BS
2016-05-27,0.006449612403100747,0.5022670025188918,0.051055437100213215,0.029688699360341127,82.22371364653245,58.34090909090909,BS
2016-05-28,0.007917874396135236,0.4967592592592593,0.05102976190476193,0.032083333333333304,80.1375,59.5218253968254,BS
2016-05-29,0.005107843137254878,0.41481481481481547,0.04294444444444439,0.02588492063492057,45.74267782426778,33.644710578842314,BS
2016-05-30,0.006271099744245505,0.4320843091334903,0.054808383233532904,0.027821643286573113,60.913223140495866,40.726907630522085,BS
2016-05-31,0.0071806930693068954,0.47476635514018733,0.05682931726907627,0.03384337349397587,72.62222222222222,49.004056795131845,BS
2016-06-01,0.0052382133995037,0.3485436893203886,0.0542484599589322,0.015004132231404914,44.44399185336049,21.502032520325205,BS
2016-06-02,0.004172749391727473,0.33284671532846716,0.04142411642411639,0.017754677754677716,27.156378600823047,14.016460905349794,BS
2016-06-03,0.005829039812646337,0.39415887850467446,0.04078757515030056,0.030444889779559114,38.844621513944226,23.576540755467196,BS
2016-06-04,0.0066666666666666385,0.35115740740740736,0.03799999999999996,0.02462301587301586,36.55666003976143,24.08531746031746,BS
2016-06-05,0.004087962962962942,0.2967592592592589,0.05475498007968119,0.009908730158730143,21.530815109343937,12.677290836653386,BS
2016-06-06,0.00408816705336425,0.34166666666666673,0.04323658051689857,0.014520874751491022,31.521825396825395,21.52882703777336,BS
2016-06-07,0.0057264150943396016,0.36501182033097,0.02653549695740361,0.02141176470588233,41.07676767676767,28.373737373737374,BS
2016-06-08,0.00954106280193235,0.4172494172494184,0.018342685370741442,0.032693386773547065,51.7789046653144,38.62985685071575,BS
2016-06-09,0.007659313725490169,0.4439814814814821,0.028496031746031728,0.02690277777777776,60.447154471544714,45.78691983122363,BS
2016-06-10,0.00529238329238326,0.35034802784222757,0.03894621513944225,0.016928429423459228,40.916666666666664,30.84297520661157,BS
2016-06-11,0.0073382352941176255,0.3467592592592594,0.024968253968253955,0.021051587301587286,42.880239520958085,30.010245901639344,BS
2016-06-12,0.008808353808353785,0.3453703703703705,0.014061507936507898,0.020839285714285696,33.220238095238095,24.346808510638297,BS
2016-06-13,0.00633413461538459,0.4004672897196272,0.021679358717434826,0.021779559118236452,42.872983870967744,29.054108216432866,BS
2016-06-14,0.007276744186046485,0.3669767441860476,0.029567134268537045,0.02203006012024044,46.872727272727275,33.18436873747495,BS
2016-06-15,0.006360849056603734,0.33679245283018877,0.027301619433198344,0.019677618069815148,41.77319587628866,29.73913043478261,BS
2016-06-16,0.006599999999999972,0.37095238095238076,0.03225562372188139,0.022052192066805806,41.57543103448276,26.667381974248926,BS
2016-06-17,0.0046802168021680005,0.37452574525745247,0.051424036281179065,0.021249433106575934,37.33975903614458,24.696969696969695,BS
2016-06-18,0.0061696428571428345,0.3877976190476184,0.045105392156862704,0.021579081632653048,43.130208333333336,31.203473945409428,BS
2016-06-19,0.005873595505617956,0.32865168539325873,0.03804672897196258,0.016316831683168286,29.605670103092784,20.32920792079208,BS
2016-06-20,0.0063829787234042324,0.3925531914893625,0.03595535714285713,0.024164009111617247,50.517814726840854,38.02298850574713,BS
2016-06-21,0.005453124999999978,0.37291666666666695,0.033392543859649085,0.02182894736842101,37.87252747252747,28.00902934537246,BS
2016-06-22,0.004304461942257201,0.3582677165354332,0.02881898454746135,0.019426048565121378,40.169724770642205,29.62251655629139,BS
2016-06-23,0.004986876640419923,0.35404699738903384,0.0326747787610619,0.01632087912087909,36.779545454545456,23.524886877828056,BS
2016-06-24,0.005156164383561621,0.3534210526315789,0.018467441860465093,0.022484444444444415,34.46666666666667,22.180555555555557,BS
2016-06-25,0.005366492146596836,0.3359375,0.046557870370370354,0.016741228070175418,32.27546296296296,18.68201754385965,BS
2016-06-26,0.006033333333333315,0.3635416666666668,0.053587962962962976,0.016353070175438578,41.136574074074076,26.415384615384614,BS
2016-06-27,0.007175487465181025,0.4634464751958231,0.03142334096109836,0.03072828507795101,74.0,55.40835266821346,BS
2016-06-28,0.005413888888888872,0.36979166666666713,0.03480263157894737,0.0208706140350877,46.328828828828826,34.39302325581395,BS
2016-06-29,0.0064931129476583785,0.33736842105263176,0.0317522123893805,0.023661504424778754,34.957683741648104,24.55773955773956,BS
2016-06-30,0.007311999999999971,0.32586666666666686,0.025328089887640428,0.024382022471910077,31.553775743707092,20.4987714987715,BS
2016-07-01,0.00556135770234984,0.2590078328981721,0.01873127753303962,0.01720264317180612,22.413333333333334,11.916114790286976,BS
2016-07-02,0.004554687499999979,0.2786458333333334,0.0178771929824561,0.015997807017543816,21.27252747252747,9.627906976744185,BS
2016-07-03,0.0065442708333333,0.3354166666666665,0.024817982456140305,0.019997807017543844,29.753846153846155,19.85150812064965,BS
2016-07-04,0.006485436893203869,0.3800970873786418,0.016022869022868987,0.029330561330561312,24.42299349240781,17.77777777777778,BS
2016-07-05,0.006566084788029893,0.32493765586034906,0.012993212669683231,0.019209302325581372,24.0989010989011,13.731019522776572,BS
2016-07-06,0.006160401002506234,0.2867970660146695,0.011082774049216962,0.01471041666666663,22.529535864978904,11.763919821826281,BS
2016-07-07,0.00811910669975184,0.3063529411764704,0.014317073170731661,0.02120481927710842,32.40890688259109,17.647302904564317,BS
2016-07-08,0.005631840796019879,0.3152744630071596,0.01567137096774187,0.017141129032258024,28.43487394957983,16.50939457202505,BS
2016-07-09,0.0062769607843137015,0.2810185185185183,0.016914682539682497,0.014025793650793601,17.17871485943775,8.118852459016393,BS
2016-07-10,0.010002604166666639,0.38063725490196104,0.03199584199584196,0.025029535864978872,37.177083333333336,23.495744680851065,BS
2016-07-11,0.008656084656084629,0.3454094292803967,0.013380129589632802,0.021945263157894693,30.52991452991453,19.728813559322035,BS
2016-07-12,0.0063599999999999724,0.34571428571428553,0.012579831932773084,0.022175510204081594,20.448347107438018,11.31769722814499,BS
2016-07-13,0.006345088161209052,0.433254156769597,0.02977484787018252,0.027146044624746433,36.33119658119658,23.110416666666666,BS
2016-07-14,0.005002463054187172,0.447441860465117,0.036980079681274855,0.020426294820717086,45.54752066115702,30.17142857142857,BS
2016-07-15,0.005064837905236883,0.3625882352941183,0.030324380165289204,0.01531854838709674,23.765182186234817,11.717842323651452,BS
2016-07-16,0.004117936117936102,0.3509259259259259,0.019740079365079297,0.017476190476190433,22.86904761904762,12.561507936507937,BS
2016-07-17,0.005987745098039192,0.42268518518518644,0.04028968253968254,0.015470238095238063,34.10956175298805,20.80318091451292,BS
2016-07-18,0.007572864321608005,0.48601895734597195,0.03977142857142854,0.021825910931174045,54.54489795918367,38.589795918367344,BS
2016-07-19,0.006256281407035153,0.37298578199052196,0.04046835443037974,0.01501217038539551,36.92622950819672,24.613496932515336,BS
2016-07-20,0.006311274509803902,0.326650943396226,0.029834710743801614,0.014959595959595914,25.121019108280255,13.260593220338983,BS
2016-07-21,0.005479166666666641,0.31415313225057995,0.0274357429718875,0.013797595190380726,21.721854304635762,11.354297693920335,BS
2016-07-22,0.00578554778554776,0.2971962616822424,0.02455577689243023,0.013347912524850868,21.637931034482758,11.122661122661123,BS
2016-07-23,0.004891203703703682,0.2976851851851845,0.026317460317460305,0.013952380952380909,26.94223107569721,13.095238095238095,BS
2016-07-24,0.006458333333333303,0.31435185185185116,0.024577464788732347,0.016944444444444408,33.35657370517928,19.930555555555557,BS
2016-07-25,0.005933962264150917,0.3492924528301889,0.019657505285412245,0.021082828282828273,35.9817444219067,22.468302658486706,BS
2016-07-26,0.005218527315914467,0.320902612826603,0.021054054054054024,0.016744421906693674,32.19595959595959,17.365656565656565,BS
2016-07-27,0.004762910798122044,0.2890510948905108,0.021931863727454884,0.013315261044176673,27.3682092555332,13.177453027139874,BS
2016-07-28,0.005328638497652554,0.2903703703703702,0.021975359342915776,0.014575452716297748,33.058,16.828389830508474,BS
2016-07-29,0.005591121495327071,0.3023980815347721,0.022109278350515425,0.01687799999999997,37.44488977955912,21.661855670103094,BS
2016-07-30,0.006479069767441832,0.3239534883720936,0.02291832669322705,0.01658964143426292,32.80443548387097,19.230923694779115,BS
2016-07-31,0.007243055555555518,0.3868055555555574,0.04931944444444444,0.01820238095238092,40.433399602385684,27.790794979079497,BS
2016-08-01,0.006869976359338028,0.40661938534279074,0.03695833333333329,0.021983805668016124,48.989837398373986,35.29449152542373,BS
2016-08-02,0.004953488372093002,0.400697674418606,0.029850299401197558,0.022407185628742464,41.90160642570281,26.830578512396695,BS
2016-08-03,0.004800936768149864,0.3948477751756454,0.0227743902439024,0.01979959919839676,40.34136546184739,25.31958762886598,BS
2016-08-04,0.0043169014084506845,0.36244131455399203,0.022381443298969027,0.014004016064256988,36.76161616161616,22.85140562248996,BS
2016-08-05,0.004667441860465097,0.3611627906976755,0.02204242424242422,0.013608870967741899,31.70253164556962,18.09775967413442,BS
2016-08-06,0.006585648148148124,0.35185185185185286,0.024208333333333287,0.015007936507936484,31.93816631130064,19.083333333333332,BS
2016-08-07,0.006298611111111082,0.3400462962962972,0.0282876984126984,0.014984126984126952,39.130526315789474,26.039583333333333,BS
2016-08-08,0.006052631578947338,0.43246445497630415,0.03725963488843813,0.025694331983805625,55.86767895878525,39.373695198329855,BS
2016-08-09,0.003958139534883703,0.36790697674418776,0.03661676646706586,0.014722891566265025,41.56224066390042,22.44147843942505,BS
2016-08-10,0.006856132075471676,0.37600000000000183,0.031941999999999963,0.020752066115702447,32.80204081632653,16.544662309368192,BS
2016-08-11,0.008154205607476614,0.5053864168618276,0.051856858846918485,0.02532999999999997,52.104,34.62765957446808,BS
2016-08-12,0.006833333333333301,0.5477855477855486,0.05938675213675215,0.025431999999999982,66.03976143141153,47.92231075697211,BS
2016-08-13,0.006590697674418581,0.47860465116279227,0.057148373983739814,0.02303984063745014,57.56349206349206,39.61309523809524,BS
