,kma_jid,t_max,hu,lag1_t_max,lag1_hu,lag2_t_max,lag2_hu,lag3_t_max,lag3_hu,lag4_t_max,lag4_hu,lag5_t_max,lag5_hu,lag6_t_max,lag6_hu,lag7_t_max,lag7_hu,pd_in,date,place,month,day_of_week,day,weekdayname,holiday,isHW,lag1_isHW,lag2_isHW,lag3_isHW,lag4_isHW,lag5_isHW,lag6_isHW,lag7_isHW,HW_diff,lag1_HW_diff,lag2_HW_diff,lag3_HW_diff,lag4_HW_diff,lag5_HW_diff,lag6_HW_diff,lag7_HW_diff,is_first,is_weekend
2765,20160621_US,24.3,92.0,31.3,82.1,31.0,76.8,29.0,67.4,30.8,63.5,28.4,78.0,25.4,83.9,24.6,92.8,11,2016-06-21,US,6,1,21,Tuesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2766,20160622_BS,23.3,93.8,24.6,89.6,28.7,88.1,28.6,88.4,25.5,80.5,28.6,67.6,26.4,81.4,24.2,85.4,74,2016-06-22,BS,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2767,20160622_CB,30.12,68.193333333,31.28,63.76,30.433333333,65.22,30.186666666999997,60.893333333,31.233333333,60.26,29.053333333,61.44,25.346666666999997,72.74,25.94,77.62,34,2016-06-22,CB,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2768,20160622_CN,30.19375,84.6375,30.3625,79.79375,29.16875,82.80625,28.44375,77.5875,29.0625,76.34375,27.66875,76.40625,25.0,82.96875,25.3375,87.34375,58,2016-06-22,CN,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2769,20160622_DG,25.5,79.1,25.3,74.0,31.5,61.9,32.6,59.6,33.5,52.3,32.0,51.0,28.9,63.1,25.6,69.1,71,2016-06-22,DG,6,2,22,Wednesday,False,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,False
2770,20160622_DJ,31.1,79.5,32.0,72.3,29.5,77.4,30.1,63.8,31.0,66.6,29.3,67.3,25.8,79.6,26.1,81.9,37,2016-06-22,DJ,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2771,20160622_GB,26.354166666999998,82.1,26.683333333,78.295833333,30.658333333,69.054166667,30.066666667,68.125,31.616666666999997,58.870833333,30.641666667,57.829166666999996,27.720833333,69.56666666699999,24.804166666999997,79.4,67,2016-06-22,GB,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2772,20160622_GG,30.202380952,78.34047619,30.871428571,68.983333333,30.219047619,70.32619047600001,29.071428571,70.930952381,29.445238095,67.488095238,28.873809524000002,68.985714286,25.171428571,79.035714286,24.95,86.288095238,171,2016-06-22,GG,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2773,20160622_GJ,24.9,93.4,30.9,84.3,24.4,97.1,31.5,75.9,30.3,74.5,30.4,69.6,24.6,83.4,25.3,84.0,23,2016-06-22,GJ,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2774,20160622_GN,23.368181818000004,92.85,25.140909090999997,89.85,27.527272727,87.554545455,30.509090909,79.077272727,28.831818182,74.618181818,30.659090909,64.536363636,28.3,72.995454545,25.095454545,82.540909091,47,2016-06-22,GN,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2775,20160622_GW,27.411111111,81.222222222,28.638888889,70.65555555600001,27.677777778000003,72.016666667,26.966666667,72.661111111,30.411111111,63.061111111,29.255555555999997,58.5,25.094444444,73.238888889,24.133333333000003,87.144444444,33,2016-06-22,GW,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2776,20160622_IC,27.12,93.12,27.27,91.5,26.77,90.88,26.69,91.38,24.57,91.42,26.07,87.87,22.65,95.46,22.96,94.65,51,2016-06-22,IC,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2777,20160622_JB,27.066666667,83.633333333,29.8,79.893333333,26.426666667,87.24,29.133333333000003,74.1,30.28,69.54,29.653333333000003,69.226666667,24.46,80.28666666699999,25.433333333,79.04,83,2016-06-22,JB,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2778,20160622_JJ,25.4,97.75,26.6,90.55,26.3,94.15,27.0,90.25,24.6,85.45,25.15,81.5,24.9,82.4,25.4,81.65,10,2016-06-22,JJ,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2779,20160622_JN,23.445454545,93.295454545,28.518181818000002,87.345454545,24.622727273000002,94.054545455,29.459090909,83.4,27.945454545,81.01363636399999,28.55,74.759090909,24.445454545,82.572727273,24.813636364,86.05,40,2016-06-22,JN,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2780,20160622_SU,30.2,75.1,31.3,60.1,30.7,66.0,29.3,64.5,29.9,58.0,29.1,63.1,24.9,73.5,24.5,81.8,188,2016-06-22,SU,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2781,20160622_US,23.1,96.1,24.3,92.0,31.3,82.1,31.0,76.8,29.0,67.4,30.8,63.5,28.4,78.0,25.4,83.9,19,2016-06-22,US,6,2,22,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2782,20160623_BS,26.6,79.3,23.3,93.8,24.6,89.6,28.7,88.1,28.6,88.4,25.5,80.5,28.6,67.6,26.4,81.4,69,2016-06-23,BS,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2783,20160623_CB,31.713333333,65.413333333,30.12,68.193333333,31.28,63.76,30.433333333,65.22,30.186666666999997,60.893333333,31.233333333,60.26,29.053333333,61.44,25.346666666999997,72.74,32,2016-06-23,CB,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2784,20160623_CN,29.6125,83.125,30.19375,84.6375,30.3625,79.79375,29.16875,82.80625,28.44375,77.5875,29.0625,76.34375,27.66875,76.40625,25.0,82.96875,47,2016-06-23,CN,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2785,20160623_DG,32.7,60.1,25.5,79.1,25.3,74.0,31.5,61.9,32.6,59.6,33.5,52.3,32.0,51.0,28.9,63.1,71,2016-06-23,DG,6,3,23,Thursday,False,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,False
2786,20160623_DJ,31.7,72.8,31.1,79.5,32.0,72.3,29.5,77.4,30.1,63.8,31.0,66.6,29.3,67.3,25.8,79.6,34,2016-06-23,DJ,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2787,20160623_GB,30.066666667,70.05,26.354166666999998,82.1,26.683333333,78.295833333,30.658333333,69.054166667,30.066666667,68.125,31.616666666999997,58.870833333,30.641666667,57.829166666999996,27.720833333,69.56666666699999,52,2016-06-23,GB,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2788,20160623_GG,30.288095238,76.616666667,30.202380952,78.34047619,30.871428571,68.983333333,30.219047619,70.32619047600001,29.071428571,70.930952381,29.445238095,67.488095238,28.873809524000002,68.985714286,25.171428571,79.035714286,176,2016-06-23,GG,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2789,20160623_GJ,30.3,84.6,24.9,93.4,30.9,84.3,24.4,97.1,31.5,75.9,30.3,74.5,30.4,69.6,24.6,83.4,34,2016-06-23,GJ,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2790,20160623_GN,28.918181818,75.759090909,23.368181818000004,92.85,25.140909090999997,89.85,27.527272727,87.554545455,30.509090909,79.077272727,28.831818182,74.618181818,30.659090909,64.536363636,28.3,72.995454545,63,2016-06-23,GN,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2791,20160623_GW,28.322222221999997,76.15555555600001,27.411111111,81.222222222,28.638888889,70.65555555600001,27.677777778000003,72.016666667,26.966666667,72.661111111,30.411111111,63.061111111,29.255555555999997,58.5,25.094444444,73.238888889,32,2016-06-23,GW,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2792,20160623_IC,28.02,93.45,27.12,93.12,27.27,91.5,26.77,90.88,26.69,91.38,24.57,91.42,26.07,87.87,22.65,95.46,57,2016-06-23,IC,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2793,20160623_JB,29.9,78.14,27.066666667,83.633333333,29.8,79.893333333,26.426666667,87.24,29.133333333000003,74.1,30.28,69.54,29.653333333000003,69.226666667,24.46,80.28666666699999,78,2016-06-23,JB,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2794,20160623_JJ,27.3,89.6,25.4,97.75,26.6,90.55,26.3,94.15,27.0,90.25,24.6,85.45,25.15,81.5,24.9,82.4,13,2016-06-23,JJ,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2795,20160623_JN,28.413636364000002,84.995454545,23.445454545,93.295454545,28.518181818000002,87.345454545,24.622727273000002,94.054545455,29.459090909,83.4,27.945454545,81.01363636399999,28.55,74.759090909,24.445454545,82.572727273,70,2016-06-23,JN,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2796,20160623_SU,29.4,71.0,30.2,75.1,31.3,60.1,30.7,66.0,29.3,64.5,29.9,58.0,29.1,63.1,24.9,73.5,200,2016-06-23,SU,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2797,20160623_US,27.4,82.1,23.1,96.1,24.3,92.0,31.3,82.1,31.0,76.8,29.0,67.4,30.8,63.5,28.4,78.0,11,2016-06-23,US,6,3,23,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2798,20160624_BS,24.2,92.9,26.6,79.3,23.3,93.8,24.6,89.6,28.7,88.1,28.6,88.4,25.5,80.5,28.6,67.6,57,2016-06-24,BS,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2799,20160624_CB,24.96,85.16,31.713333333,65.413333333,30.12,68.193333333,31.28,63.76,30.433333333,65.22,30.186666666999997,60.893333333,31.233333333,60.26,29.053333333,61.44,35,2016-06-24,CB,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2800,20160624_CN,25.54375,90.86875,29.6125,83.125,30.19375,84.6375,30.3625,79.79375,29.16875,82.80625,28.44375,77.5875,29.0625,76.34375,27.66875,76.40625,53,2016-06-24,CN,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2801,20160624_DG,25.5,81.0,32.7,60.1,25.5,79.1,25.3,74.0,31.5,61.9,32.6,59.6,33.5,52.3,32.0,51.0,56,2016-06-24,DG,6,4,24,Friday,False,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,False
2802,20160624_DJ,24.8,90.6,31.7,72.8,31.1,79.5,32.0,72.3,29.5,77.4,30.1,63.8,31.0,66.6,29.3,67.3,19,2016-06-24,DJ,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2803,20160624_GB,24.758333333000003,87.64166666700001,30.066666667,70.05,26.354166666999998,82.1,26.683333333,78.295833333,30.658333333,69.054166667,30.066666667,68.125,31.616666666999997,58.870833333,30.641666667,57.829166666999996,73,2016-06-24,GB,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2804,20160624_GG,26.180952380999997,83.94047619,30.288095238,76.616666667,30.202380952,78.34047619,30.871428571,68.983333333,30.219047619,70.32619047600001,29.071428571,70.930952381,29.445238095,67.488095238,28.873809524000002,68.985714286,163,2016-06-24,GG,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2805,20160624_GJ,25.6,92.4,30.3,84.6,24.9,93.4,30.9,84.3,24.4,97.1,31.5,75.9,30.3,74.5,30.4,69.6,28,2016-06-24,GJ,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2806,20160624_GN,26.290909091,87.140909091,28.918181818,75.759090909,23.368181818000004,92.85,25.140909090999997,89.85,27.527272727,87.554545455,30.509090909,79.077272727,28.831818182,74.618181818,30.659090909,64.536363636,42,2016-06-24,GN,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2807,20160624_GW,23.488888889000002,87.29444444399999,28.322222221999997,76.15555555600001,27.411111111,81.222222222,28.638888889,70.65555555600001,27.677777778000003,72.016666667,26.966666667,72.661111111,30.411111111,63.061111111,29.255555555999997,58.5,35,2016-06-24,GW,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2808,20160624_IC,25.6,91.6,28.02,93.45,27.12,93.12,27.27,91.5,26.77,90.88,26.69,91.38,24.57,91.42,26.07,87.87,33,2016-06-24,IC,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2809,20160624_JB,24.553333333,88.84,29.9,78.14,27.066666667,83.633333333,29.8,79.893333333,26.426666667,87.24,29.133333333000003,74.1,30.28,69.54,29.653333333000003,69.226666667,81,2016-06-24,JB,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2810,20160624_JJ,30.0,86.95,27.3,89.6,25.4,97.75,26.6,90.55,26.3,94.15,27.0,90.25,24.6,85.45,25.15,81.5,15,2016-06-24,JJ,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2811,20160624_JN,25.559090909000002,90.322727273,28.413636364000002,84.995454545,23.445454545,93.295454545,28.518181818000002,87.345454545,24.622727273000002,94.054545455,29.459090909,83.4,27.945454545,81.01363636399999,28.55,74.759090909,56,2016-06-24,JN,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2812,20160624_SU,25.7,75.8,29.4,71.0,30.2,75.1,31.3,60.1,30.7,66.0,29.3,64.5,29.9,58.0,29.1,63.1,169,2016-06-24,SU,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2813,20160624_US,24.7,93.8,27.4,82.1,23.1,96.1,24.3,92.0,31.3,82.1,31.0,76.8,29.0,67.4,30.8,63.5,7,2016-06-24,US,6,4,24,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
2814,20160625_BS,25.7,67.6,24.2,92.9,26.6,79.3,23.3,93.8,24.6,89.6,28.7,88.1,28.6,88.4,25.5,80.5,28,2016-06-25,BS,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2815,20160625_CB,27.813333333000003,60.306666666999995,24.96,85.16,31.713333333,65.413333333,30.12,68.193333333,31.28,63.76,30.433333333,65.22,30.186666666999997,60.893333333,31.233333333,60.26,5,2016-06-25,CB,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2816,20160625_CN,26.75625,75.5125,25.54375,90.86875,29.6125,83.125,30.19375,84.6375,30.3625,79.79375,29.16875,82.80625,28.44375,77.5875,29.0625,76.34375,22,2016-06-25,CN,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2817,20160625_DG,29.6,47.4,25.5,81.0,32.7,60.1,25.5,79.1,25.3,74.0,31.5,61.9,32.6,59.6,33.5,52.3,15,2016-06-25,DG,6,5,25,Saturday,False,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,True
2818,20160625_DJ,27.7,69.4,24.8,90.6,31.7,72.8,31.1,79.5,32.0,72.3,29.5,77.4,30.1,63.8,31.0,66.6,9,2016-06-25,DJ,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2819,20160625_GB,28.133333333000003,57.529166667,24.758333333000003,87.64166666700001,30.066666667,70.05,26.354166666999998,82.1,26.683333333,78.295833333,30.658333333,69.054166667,30.066666667,68.125,31.616666666999997,58.870833333,19,2016-06-25,GB,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2820,20160625_GG,27.002380952,68.319047619,26.180952380999997,83.94047619,30.288095238,76.616666667,30.202380952,78.34047619,30.871428571,68.983333333,30.219047619,70.32619047600001,29.071428571,70.930952381,29.445238095,67.488095238,57,2016-06-25,GG,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2821,20160625_GJ,28.0,75.3,25.6,92.4,30.3,84.6,24.9,93.4,30.9,84.3,24.4,97.1,31.5,75.9,30.3,74.5,10,2016-06-25,GJ,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2822,20160625_GN,27.4,64.681818182,26.290909091,87.140909091,28.918181818,75.759090909,23.368181818000004,92.85,25.140909090999997,89.85,27.527272727,87.554545455,30.509090909,79.077272727,28.831818182,74.618181818,26,2016-06-25,GN,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2823,20160625_GW,26.005555555999997,62.233333333000004,23.488888889000002,87.29444444399999,28.322222221999997,76.15555555600001,27.411111111,81.222222222,28.638888889,70.65555555600001,27.677777778000003,72.016666667,26.966666667,72.661111111,30.411111111,63.061111111,8,2016-06-25,GW,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2824,20160625_IC,25.39,83.59,25.6,91.6,28.02,93.45,27.12,93.12,27.27,91.5,26.77,90.88,26.69,91.38,24.57,91.42,15,2016-06-25,IC,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2825,20160625_JB,26.686666666999997,72.406666667,24.553333333,88.84,29.9,78.14,27.066666667,83.633333333,29.8,79.893333333,26.426666667,87.24,29.133333333000003,74.1,30.28,69.54,18,2016-06-25,JB,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2826,20160625_JJ,25.45,81.45,30.0,86.95,27.3,89.6,25.4,97.75,26.6,90.55,26.3,94.15,27.0,90.25,24.6,85.45,4,2016-06-25,JJ,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2827,20160625_JN,27.063636364,72.372727273,25.559090909000002,90.322727273,28.413636364000002,84.995454545,23.445454545,93.295454545,28.518181818000002,87.345454545,24.622727273000002,94.054545455,29.459090909,83.4,27.945454545,81.01363636399999,24,2016-06-25,JN,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2828,20160625_SU,26.7,63.1,25.7,75.8,29.4,71.0,30.2,75.1,31.3,60.1,30.7,66.0,29.3,64.5,29.9,58.0,51,2016-06-25,SU,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2829,20160625_US,27.3,66.6,24.7,93.8,27.4,82.1,23.1,96.1,24.3,92.0,31.3,82.1,31.0,76.8,29.0,67.4,5,2016-06-25,US,6,5,25,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2830,20160626_BS,28.6,70.9,25.7,67.6,24.2,92.9,26.6,79.3,23.3,93.8,24.6,89.6,28.7,88.1,28.6,88.4,4,2016-06-26,BS,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2831,20160626_CB,29.713333333,60.426666667,27.813333333000003,60.306666666999995,24.96,85.16,31.713333333,65.413333333,30.12,68.193333333,31.28,63.76,30.433333333,65.22,30.186666666999997,60.893333333,2,2016-06-26,CB,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2832,20160626_CN,28.94375,76.21875,26.75625,75.5125,25.54375,90.86875,29.6125,83.125,30.19375,84.6375,30.3625,79.79375,29.16875,82.80625,28.44375,77.5875,1,2016-06-26,CN,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2833,20160626_DG,30.9,53.3,29.6,47.4,25.5,81.0,32.7,60.1,25.5,79.1,25.3,74.0,31.5,61.9,32.6,59.6,2,2016-06-26,DG,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2834,20160626_DJ,30.0,71.0,27.7,69.4,24.8,90.6,31.7,72.8,31.1,79.5,32.0,72.3,29.5,77.4,30.1,63.8,2,2016-06-26,DJ,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2835,20160626_GB,29.495833333,62.029166667,28.133333333000003,57.529166667,24.758333333000003,87.64166666700001,30.066666667,70.05,26.354166666999998,82.1,26.683333333,78.295833333,30.658333333,69.054166667,30.066666667,68.125,1,2016-06-26,GB,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2836,20160626_GG,30.326190476,66.292857143,27.002380952,68.319047619,26.180952380999997,83.94047619,30.288095238,76.616666667,30.202380952,78.34047619,30.871428571,68.983333333,30.219047619,70.32619047600001,29.071428571,70.930952381,4,2016-06-26,GG,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2837,20160626_GJ,29.7,70.9,28.0,75.3,25.6,92.4,30.3,84.6,24.9,93.4,30.9,84.3,24.4,97.1,31.5,75.9,1,2016-06-26,GJ,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2838,20160626_GN,29.909090909,67.01363636399999,27.4,64.681818182,26.290909091,87.140909091,28.918181818,75.759090909,23.368181818000004,92.85,25.140909090999997,89.85,27.527272727,87.554545455,30.509090909,79.077272727,2,2016-06-26,GN,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2839,20160626_GW,29.111111111,63.533333333,26.005555555999997,62.233333333000004,23.488888889000002,87.29444444399999,28.322222221999997,76.15555555600001,27.411111111,81.222222222,28.638888889,70.65555555600001,27.677777778000003,72.016666667,26.966666667,72.661111111,2,2016-06-26,GW,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2840,20160626_IC,27.39,84.41,25.39,83.59,25.6,91.6,28.02,93.45,27.12,93.12,27.27,91.5,26.77,90.88,26.69,91.38,2,2016-06-26,IC,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2841,20160626_JB,28.453333333000003,71.726666667,26.686666666999997,72.406666667,24.553333333,88.84,29.9,78.14,27.066666667,83.633333333,29.8,79.893333333,26.426666667,87.24,29.133333333000003,74.1,2,2016-06-26,JB,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2842,20160626_JJ,27.6,81.15,25.45,81.45,30.0,86.95,27.3,89.6,25.4,97.75,26.6,90.55,26.3,94.15,27.0,90.25,0,2016-06-26,JJ,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2843,20160626_JN,28.990909091,74.55,27.063636364,72.372727273,25.559090909000002,90.322727273,28.413636364000002,84.995454545,23.445454545,93.295454545,28.518181818000002,87.345454545,24.622727273000002,94.054545455,29.459090909,83.4,0,2016-06-26,JN,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2844,20160626_SU,30.3,58.4,26.7,63.1,25.7,75.8,29.4,71.0,30.2,75.1,31.3,60.1,30.7,66.0,29.3,64.5,4,2016-06-26,SU,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2845,20160626_US,28.7,69.4,27.3,66.6,24.7,93.8,27.4,82.1,23.1,96.1,24.3,92.0,31.3,82.1,31.0,76.8,0,2016-06-26,US,6,6,26,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
2846,20160627_BS,23.4,93.0,28.6,70.9,25.7,67.6,24.2,92.9,26.6,79.3,23.3,93.8,24.6,89.6,28.7,88.1,103,2016-06-27,BS,6,0,27,Monday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
