,kma_jid,t_max,hu,lag1_t_max,lag1_hu,lag2_t_max,lag2_hu,lag3_t_max,lag3_hu,lag4_t_max,lag4_hu,lag5_t_max,lag5_hu,lag6_t_max,lag6_hu,lag7_t_max,lag7_hu,pd_in,date,place,month,day_of_week,day,weekdayname,holiday,isHW,lag1_isHW,lag2_isHW,lag3_isHW,lag4_isHW,lag5_isHW,lag6_isHW,lag7_isHW,HW_diff,lag1_HW_diff,lag2_HW_diff,lag3_HW_diff,lag4_HW_diff,lag5_HW_diff,lag6_HW_diff,lag7_HW_diff,is_first,is_weekend
3555,20160810_GG,33.988095238,73.11428571399999,33.852380952,74.192857143,34.933333333,72.564285714,34.678571429,66.714285714,34.757142857,72.985714286,35.369047619,71.726190476,34.935714286,73.376190476,34.095238095,71.12857142899999,181,2016-08-10,GG,8,2,10,Wednesday,False,1,1,1,1,1,1,1,1,0.9880952379999997,0.8523809519999972,1.9333333330000002,1.6785714290000016,1.757142856999998,2.369047619,1.9357142859999996,1.0952380949999991,0,False
3556,20160810_GJ,34.5,82.6,32.4,92.6,34.8,87.5,33.1,89.6,34.5,78.6,35.1,77.3,33.9,79.5,31.9,88.5,41,2016-08-10,GJ,8,2,10,Wednesday,False,1,0,1,1,1,1,1,0,1.5,0.0,1.7999999999999972,0.10000000000000142,1.5,2.1000000000000014,0.8999999999999986,0.0,0,False
3557,20160810_GN,34.277272726999996,75.113636364,32.990909091,77.836363636,35.686363635999996,78.427272727,34.072727273000005,76.977272727,33.872727273,76.395454545,33.095454545,77.136363636,32.4,79.609090909,31.427272727,83.16818181800001,74,2016-08-10,GN,8,2,10,Wednesday,False,1,0,1,1,1,1,0,0,1.2772727269999962,0.0,2.686363635999996,1.0727272730000053,0.8727272730000024,0.09545454500000261,0.0,0.0,0,False
3558,20160810_GW,32.122222222,77.633333333,31.072222221999997,74.827777778,33.072222222,77.444444444,33.611111111,76.822222222,33.322222222,73.644444444,32.944444444,73.855555556,32.277777778,76.166666667,31.594444444,80.188888889,40,2016-08-10,GW,8,2,10,Wednesday,False,0,0,1,1,1,0,0,0,0.0,0.0,0.07222222200000061,0.6111111109999996,0.3222222220000006,0.0,0.0,0.0,0,False
3559,20160810_IC,31.02,88.36,33.29,87.41,32.72,90.48,32.62,82.28,33.32,88.42,33.36,91.15,33.19,91.15,32.24,87.4,59,2016-08-10,IC,8,2,10,Wednesday,False,0,1,0,0,1,1,1,0,0.0,0.28999999999999915,0.0,0.0,0.3200000000000003,0.35999999999999943,0.18999999999999773,0.0,0,False
3560,20160810_JB,33.986666667,77.106666667,33.56,79.113333333,33.913333333000004,78.54,34.146666667,79.206666667,34.346666667,78.646666667,34.24,77.673333333,34.086666666999996,76.5,31.666666666999998,78.22,67,2016-08-10,JB,8,2,10,Wednesday,False,1,1,1,1,1,1,1,0,0.9866666670000015,0.5600000000000023,0.9133333330000042,1.146666666999998,1.346666667000001,1.240000000000002,1.0866666669999958,0.0,0,False
3561,20160810_JJ,31.45,80.3,31.6,80.4,31.65,78.35,32.3,82.45,31.85,84.0,31.05,86.45,31.35,84.55,28.7,83.25,16,2016-08-10,JJ,8,2,10,Wednesday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
3562,20160810_JN,33.822727273000005,81.19090909100001,32.763636364,84.454545455,34.136363636,81.631818182,33.163636364,84.645454545,33.463636364,78.804545455,33.395454545,77.490909091,32.695454545,79.209090909,30.877272726999998,86.872727273,61,2016-08-10,JN,8,2,10,Wednesday,False,1,0,1,1,1,1,0,0,0.8227272730000053,0.0,1.1363636359999987,0.16363636399999848,0.46363636400000274,0.39545454499999977,0.0,0.0,0,False
3563,20160810_SU,34.8,66.3,33.6,68.3,35.5,63.1,35.0,56.0,34.0,64.8,36.0,60.1,35.7,59.6,34.2,65.4,210,2016-08-10,SU,8,2,10,Wednesday,False,1,1,1,1,1,1,1,1,1.7999999999999972,0.6000000000000014,2.5,2.0,1.0,3.0,2.700000000000003,1.2000000000000028,0,False
3564,20160810_US,32.6,83.0,30.1,84.0,33.3,84.6,33.3,81.9,33.0,84.9,31.6,88.8,30.2,89.0,30.3,92.0,11,2016-08-10,US,8,2,10,Wednesday,False,0,0,1,1,0,0,0,0,0.0,0.0,0.29999999999999716,0.29999999999999716,0.0,0.0,0.0,0.0,0,False
3565,20160811_BS,34.8,72.1,32.2,71.6,32.9,70.6,34.4,73.0,33.0,72.4,32.7,77.9,32.0,77.1,31.7,76.3,81,2016-08-11,BS,8,3,11,Thursday,False,1,0,0,1,0,0,0,0,1.7999999999999972,0.0,0.0,1.3999999999999986,0.0,0.0,0.0,0.0,0,False
3566,20160811_CB,35.113333333,66.793333333,34.24,69.72,33.886666667,73.106666667,34.76,67.3,34.646666667,69.14,35.18,69.853333333,34.853333333,67.82,33.873333333000005,70.246666667,34,2016-08-11,CB,8,3,11,Thursday,False,1,1,1,1,1,1,1,1,2.113333333,1.240000000000002,0.8866666670000001,1.759999999999998,1.646666666999998,2.1799999999999997,1.853333333000002,0.873333333000005,0,False
3567,20160811_CN,34.85,77.70625,33.63125,81.60625,33.6125,83.7,34.225,79.28125,33.6875,81.5125,34.1875,82.025,34.23125,81.35625,34.3375,81.0625,55,2016-08-11,CN,8,3,11,Thursday,False,1,1,1,1,1,1,1,1,1.8500000000000014,0.6312500000000014,0.6124999999999972,1.2250000000000014,0.6875,1.1875,1.2312500000000028,1.3374999999999986,0,False
3568,20160811_DG,37.8,61.0,35.4,62.6,31.8,66.8,35.6,73.4,34.6,73.6,35.1,67.0,34.5,67.9,33.8,73.4,48,2016-08-11,DG,8,3,11,Thursday,False,1,1,0,1,1,1,1,1,4.799999999999997,2.3999999999999986,0.0,2.6000000000000014,1.6000000000000014,2.1000000000000014,1.5,0.7999999999999972,0,False
3569,20160811_DJ,35.6,70.1,34.6,76.4,34.3,80.9,34.8,72.8,34.9,78.4,35.4,74.3,35.8,69.0,35.5,70.8,30,2016-08-11,DJ,8,3,11,Thursday,False,1,1,1,1,1,1,1,1,2.6000000000000014,1.6000000000000014,1.2999999999999972,1.7999999999999972,1.8999999999999986,2.3999999999999986,2.799999999999997,2.5,0,False
3570,20160811_GB,35.8125,71.204166667,34.808333333,72.395833333,31.383333333000003,75.104166667,34.975,77.891666667,35.233333333000004,72.295833333,33.958333333,75.783333333,33.129166667,76.68333333300001,32.320833333,79.45,57,2016-08-11,GB,8,3,11,Thursday,False,1,1,0,1,1,1,1,0,2.8125,1.8083333330000002,0.0,1.9750000000000014,2.2333333330000045,0.9583333329999988,0.1291666669999998,0.0,0,False
3571,20160811_GG,35.519047619,73.264285714,33.988095238,73.11428571399999,33.852380952,74.192857143,34.933333333,72.564285714,34.678571429,66.714285714,34.757142857,72.985714286,35.369047619,71.726190476,34.935714286,73.376190476,181,2016-08-11,GG,8,3,11,Thursday,False,1,1,1,1,1,1,1,1,2.5190476189999984,0.9880952379999997,0.8523809519999972,1.9333333330000002,1.6785714290000016,1.757142856999998,2.369047619,1.9357142859999996,0,False
3572,20160811_GJ,36.7,72.0,34.5,82.6,32.4,92.6,34.8,87.5,33.1,89.6,34.5,78.6,35.1,77.3,33.9,79.5,38,2016-08-11,GJ,8,3,11,Thursday,False,1,1,0,1,1,1,1,1,3.700000000000003,1.5,0.0,1.7999999999999972,0.10000000000000142,1.5,2.1000000000000014,0.8999999999999986,0,False
3573,20160811_GN,36.322727273000005,74.631818182,34.277272726999996,75.113636364,32.990909091,77.836363636,35.686363635999996,78.427272727,34.072727273000005,76.977272727,33.872727273,76.395454545,33.095454545,77.136363636,32.4,79.609090909,61,2016-08-11,GN,8,3,11,Thursday,False,1,1,0,1,1,1,1,0,3.3227272730000053,1.2772727269999962,0.0,2.686363635999996,1.0727272730000053,0.8727272730000024,0.09545454500000261,0.0,0,False
3574,20160811_GW,33.727777778000004,74.577777778,32.122222222,77.633333333,31.072222221999997,74.827777778,33.072222222,77.444444444,33.611111111,76.822222222,33.322222222,73.644444444,32.944444444,73.855555556,32.277777778,76.166666667,29,2016-08-11,GW,8,3,11,Thursday,False,1,0,0,1,1,1,0,0,0.7277777780000037,0.0,0.0,0.07222222200000061,0.6111111109999996,0.3222222220000006,0.0,0.0,0,False
3575,20160811_IC,33.53,88.82,31.02,88.36,33.29,87.41,32.72,90.48,32.62,82.28,33.32,88.42,33.36,91.15,33.19,91.15,47,2016-08-11,IC,8,3,11,Thursday,False,1,0,1,0,0,1,1,1,0.5300000000000011,0.0,0.28999999999999915,0.0,0.0,0.3200000000000003,0.35999999999999943,0.18999999999999773,0,False
3576,20160811_JB,35.14,73.586666667,33.986666667,77.106666667,33.56,79.113333333,33.913333333000004,78.54,34.146666667,79.206666667,34.346666667,78.646666667,34.24,77.673333333,34.086666666999996,76.5,82,2016-08-11,JB,8,3,11,Thursday,False,1,1,1,1,1,1,1,1,2.1400000000000006,0.9866666670000015,0.5600000000000023,0.9133333330000042,1.146666666999998,1.346666667000001,1.240000000000002,1.0866666669999958,0,False
3577,20160811_JJ,32.2,73.45,31.45,80.3,31.6,80.4,31.65,78.35,32.3,82.45,31.85,84.0,31.05,86.45,31.35,84.55,12,2016-08-11,JJ,8,3,11,Thursday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
3578,20160811_JN,35.859090909,75.7,33.822727273000005,81.19090909100001,32.763636364,84.454545455,34.136363636,81.631818182,33.163636364,84.645454545,33.463636364,78.804545455,33.395454545,77.490909091,32.695454545,79.209090909,63,2016-08-11,JN,8,3,11,Thursday,False,1,1,0,1,1,1,1,0,2.8590909090000025,0.8227272730000053,0.0,1.1363636359999987,0.16363636399999848,0.46363636400000274,0.39545454499999977,0.0,0,False
3579,20160811_SU,36.4,64.1,34.8,66.3,33.6,68.3,35.5,63.1,35.0,56.0,34.0,64.8,36.0,60.1,35.7,59.6,217,2016-08-11,SU,8,3,11,Thursday,False,1,1,1,1,1,1,1,1,3.3999999999999986,1.7999999999999972,0.6000000000000014,2.5,2.0,1.0,3.0,2.700000000000003,0,False
3580,20160811_US,34.7,82.4,32.6,83.0,30.1,84.0,33.3,84.6,33.3,81.9,33.0,84.9,31.6,88.8,30.2,89.0,12,2016-08-11,US,8,3,11,Thursday,False,1,0,0,1,1,0,0,0,1.7000000000000028,0.0,0.0,0.29999999999999716,0.29999999999999716,0.0,0.0,0.0,0,False
3581,20160812_BS,34.5,72.1,34.8,72.1,32.2,71.6,32.9,70.6,34.4,73.0,33.0,72.4,32.7,77.9,32.0,77.1,76,2016-08-12,BS,8,4,12,Friday,False,1,1,0,0,1,0,0,0,1.5,1.7999999999999972,0.0,0.0,1.3999999999999986,0.0,0.0,0.0,0,False
3582,20160812_CB,35.22,65.306666667,35.113333333,66.793333333,34.24,69.72,33.886666667,73.106666667,34.76,67.3,34.646666667,69.14,35.18,69.853333333,34.853333333,67.82,28,2016-08-12,CB,8,4,12,Friday,False,1,1,1,1,1,1,1,1,2.219999999999999,2.113333333,1.240000000000002,0.8866666670000001,1.759999999999998,1.646666666999998,2.1799999999999997,1.853333333000002,0,False
3583,20160812_CN,34.78125,77.31875,34.85,77.70625,33.63125,81.60625,33.6125,83.7,34.225,79.28125,33.6875,81.5125,34.1875,82.025,34.23125,81.35625,55,2016-08-12,CN,8,4,12,Friday,False,1,1,1,1,1,1,1,1,1.78125,1.8500000000000014,0.6312500000000014,0.6124999999999972,1.2250000000000014,0.6875,1.1875,1.2312500000000028,0,False
3584,20160812_DG,37.7,58.5,37.8,61.0,35.4,62.6,31.8,66.8,35.6,73.4,34.6,73.6,35.1,67.0,34.5,67.9,70,2016-08-12,DG,8,4,12,Friday,False,1,1,1,0,1,1,1,1,4.700000000000003,4.799999999999997,2.3999999999999986,0.0,2.6000000000000014,1.6000000000000014,2.1000000000000014,1.5,0,False
3585,20160812_DJ,36.5,67.5,35.6,70.1,34.6,76.4,34.3,80.9,34.8,72.8,34.9,78.4,35.4,74.3,35.8,69.0,28,2016-08-12,DJ,8,4,12,Friday,False,1,1,1,1,1,1,1,1,3.5,2.6000000000000014,1.6000000000000014,1.2999999999999972,1.7999999999999972,1.8999999999999986,2.3999999999999986,2.799999999999997,0,False
3586,20160812_GB,36.404166667,69.758333333,35.8125,71.204166667,34.808333333,72.395833333,31.383333333000003,75.104166667,34.975,77.891666667,35.233333333000004,72.295833333,33.958333333,75.783333333,33.129166667,76.68333333300001,68,2016-08-12,GB,8,4,12,Friday,False,1,1,1,0,1,1,1,1,3.4041666669999984,2.8125,1.8083333330000002,0.0,1.9750000000000014,2.2333333330000045,0.9583333329999988,0.1291666669999998,0,False
3587,20160812_GG,35.078571429,77.11428571399999,35.519047619,73.264285714,33.988095238,73.11428571399999,33.852380952,74.192857143,34.933333333,72.564285714,34.678571429,66.714285714,34.757142857,72.985714286,35.369047619,71.726190476,150,2016-08-12,GG,8,4,12,Friday,False,1,1,1,1,1,1,1,1,2.078571429,2.5190476189999984,0.9880952379999997,0.8523809519999972,1.9333333330000002,1.6785714290000016,1.757142856999998,2.369047619,0,False
3588,20160812_GJ,37.2,72.6,36.7,72.0,34.5,82.6,32.4,92.6,34.8,87.5,33.1,89.6,34.5,78.6,35.1,77.3,37,2016-08-12,GJ,8,4,12,Friday,False,1,1,1,0,1,1,1,1,4.200000000000003,3.700000000000003,1.5,0.0,1.7999999999999972,0.10000000000000142,1.5,2.1000000000000014,0,False
3589,20160812_GN,36.236363636,74.136363636,36.322727273000005,74.631818182,34.277272726999996,75.113636364,32.990909091,77.836363636,35.686363635999996,78.427272727,34.072727273000005,76.977272727,33.872727273,76.395454545,33.095454545,77.136363636,61,2016-08-12,GN,8,4,12,Friday,False,1,1,1,0,1,1,1,1,3.236363636,3.3227272730000053,1.2772727269999962,0.0,2.686363635999996,1.0727272730000053,0.8727272730000024,0.09545454500000261,0,False
3590,20160812_GW,34.311111111,73.311111111,33.727777778000004,74.577777778,32.122222222,77.633333333,31.072222221999997,74.827777778,33.072222222,77.444444444,33.611111111,76.822222222,33.322222222,73.644444444,32.944444444,73.855555556,34,2016-08-12,GW,8,4,12,Friday,False,1,1,0,0,1,1,1,0,1.3111111110000024,0.7277777780000037,0.0,0.0,0.07222222200000061,0.6111111109999996,0.3222222220000006,0.0,0,False
3591,20160812_IC,32.35,90.84,33.53,88.82,31.02,88.36,33.29,87.41,32.72,90.48,32.62,82.28,33.32,88.42,33.36,91.15,48,2016-08-12,IC,8,4,12,Friday,False,0,1,0,1,0,0,1,1,0.0,0.5300000000000011,0.0,0.28999999999999915,0.0,0.0,0.3200000000000003,0.35999999999999943,0,False
3592,20160812_JB,35.146666667,74.28,35.14,73.586666667,33.986666667,77.106666667,33.56,79.113333333,33.913333333000004,78.54,34.146666667,79.206666667,34.346666667,78.646666667,34.24,77.673333333,54,2016-08-12,JB,8,4,12,Friday,False,1,1,1,1,1,1,1,1,2.146666666999998,2.1400000000000006,0.9866666670000015,0.5600000000000023,0.9133333330000042,1.146666666999998,1.346666667000001,1.240000000000002,0,False
3593,20160812_JJ,32.9,71.85,32.2,73.45,31.45,80.3,31.6,80.4,31.65,78.35,32.3,82.45,31.85,84.0,31.05,86.45,7,2016-08-12,JJ,8,4,12,Friday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
3594,20160812_JN,35.7,75.35,35.859090909,75.7,33.822727273000005,81.19090909100001,32.763636364,84.454545455,34.136363636,81.631818182,33.163636364,84.645454545,33.463636364,78.804545455,33.395454545,77.490909091,62,2016-08-12,JN,8,4,12,Friday,False,1,1,1,0,1,1,1,1,2.700000000000003,2.8590909090000025,0.8227272730000053,0.0,1.1363636359999987,0.16363636399999848,0.46363636400000274,0.39545454499999977,0,False
3595,20160812_SU,35.9,68.3,36.4,64.1,34.8,66.3,33.6,68.3,35.5,63.1,35.0,56.0,34.0,64.8,36.0,60.1,238,2016-08-12,SU,8,4,12,Friday,False,1,1,1,1,1,1,1,1,2.8999999999999986,3.3999999999999986,1.7999999999999972,0.6000000000000014,2.5,2.0,1.0,3.0,0,False
3596,20160812_US,35.3,83.9,34.7,82.4,32.6,83.0,30.1,84.0,33.3,84.6,33.3,81.9,33.0,84.9,31.6,88.8,12,2016-08-12,US,8,4,12,Friday,False,1,1,0,0,1,1,0,0,2.299999999999997,1.7000000000000028,0.0,0.0,0.29999999999999716,0.29999999999999716,0.0,0.0,0,False
3597,20160813_BS,35.3,66.1,34.5,72.1,34.8,72.1,32.2,71.6,32.9,70.6,34.4,73.0,33.0,72.4,32.7,77.9,22,2016-08-13,BS,8,5,13,Saturday,False,1,1,1,0,0,1,0,0,2.299999999999997,1.5,1.7999999999999972,0.0,0.0,1.3999999999999986,0.0,0.0,0,True
3598,20160813_CB,34.526666667,68.226666667,35.22,65.306666667,35.113333333,66.793333333,34.24,69.72,33.886666667,73.106666667,34.76,67.3,34.646666667,69.14,35.18,69.853333333,11,2016-08-13,CB,8,5,13,Saturday,False,1,1,1,1,1,1,1,1,1.5266666670000006,2.219999999999999,2.113333333,1.240000000000002,0.8866666670000001,1.759999999999998,1.646666666999998,2.1799999999999997,0,True
3599,20160813_CN,34.03125,80.93125,34.78125,77.31875,34.85,77.70625,33.63125,81.60625,33.6125,83.7,34.225,79.28125,33.6875,81.5125,34.1875,82.025,11,2016-08-13,CN,8,5,13,Saturday,False,1,1,1,1,1,1,1,1,1.03125,1.78125,1.8500000000000014,0.6312500000000014,0.6124999999999972,1.2250000000000014,0.6875,1.1875,0,True
3600,20160813_DG,38.1,51.1,37.7,58.5,37.8,61.0,35.4,62.6,31.8,66.8,35.6,73.4,34.6,73.6,35.1,67.0,9,2016-08-13,DG,8,5,13,Saturday,False,1,1,1,1,0,1,1,1,5.100000000000001,4.700000000000003,4.799999999999997,2.3999999999999986,0.0,2.6000000000000014,1.6000000000000014,2.1000000000000014,0,True
3601,20160813_DJ,36.0,70.6,36.5,67.5,35.6,70.1,34.6,76.4,34.3,80.9,34.8,72.8,34.9,78.4,35.4,74.3,8,2016-08-13,DJ,8,5,13,Saturday,False,1,1,1,1,1,1,1,1,3.0,3.5,2.6000000000000014,1.6000000000000014,1.2999999999999972,1.7999999999999972,1.8999999999999986,2.3999999999999986,0,True
3602,20160813_GB,36.7625,66.258333333,36.404166667,69.758333333,35.8125,71.204166667,34.808333333,72.395833333,31.383333333000003,75.104166667,34.975,77.891666667,35.233333333000004,72.295833333,33.958333333,75.783333333,19,2016-08-13,GB,8,5,13,Saturday,False,1,1,1,1,0,1,1,1,3.762500000000003,3.4041666669999984,2.8125,1.8083333330000002,0.0,1.9750000000000014,2.2333333330000045,0.9583333329999988,0,True
3603,20160813_GG,34.521428571,75.328571429,35.078571429,77.11428571399999,35.519047619,73.264285714,33.988095238,73.11428571399999,33.852380952,74.192857143,34.933333333,72.564285714,34.678571429,66.714285714,34.757142857,72.985714286,53,2016-08-13,GG,8,5,13,Saturday,False,1,1,1,1,1,1,1,1,1.5214285710000013,2.078571429,2.5190476189999984,0.9880952379999997,0.8523809519999972,1.9333333330000002,1.6785714290000016,1.757142856999998,0,True
3604,20160813_GJ,35.7,73.1,37.2,72.6,36.7,72.0,34.5,82.6,32.4,92.6,34.8,87.5,33.1,89.6,34.5,78.6,11,2016-08-13,GJ,8,5,13,Saturday,False,1,1,1,1,0,1,1,1,2.700000000000003,4.200000000000003,3.700000000000003,1.5,0.0,1.7999999999999972,0.10000000000000142,1.5,0,True
3605,20160813_GN,36.345454545,70.445454545,36.236363636,74.136363636,36.322727273000005,74.631818182,34.277272726999996,75.113636364,32.990909091,77.836363636,35.686363635999996,78.427272727,34.072727273000005,76.977272727,33.872727273,76.395454545,28,2016-08-13,GN,8,5,13,Saturday,False,1,1,1,1,0,1,1,1,3.3454545450000026,3.236363636,3.3227272730000053,1.2772727269999962,0.0,2.686363635999996,1.0727272730000053,0.8727272730000024,0,True
3606,20160813_GW,34.533333333,72.188888889,34.311111111,73.311111111,33.727777778000004,74.577777778,32.122222222,77.633333333,31.072222221999997,74.827777778,33.072222222,77.444444444,33.611111111,76.822222222,33.322222222,73.644444444,10,2016-08-13,GW,8,5,13,Saturday,False,1,1,1,0,0,1,1,1,1.5333333330000016,1.3111111110000024,0.7277777780000037,0.0,0.0,0.07222222200000061,0.6111111109999996,0.3222222220000006,0,True
3607,20160813_IC,31.78,94.8,32.35,90.84,33.53,88.82,31.02,88.36,33.29,87.41,32.72,90.48,32.62,82.28,33.32,88.42,14,2016-08-13,IC,8,5,13,Saturday,False,0,0,1,0,1,0,0,1,0.0,0.0,0.5300000000000011,0.0,0.28999999999999915,0.0,0.0,0.3200000000000003,0,True
3608,20160813_JB,34.38,75.44,35.146666667,74.28,35.14,73.586666667,33.986666667,77.106666667,33.56,79.113333333,33.913333333000004,78.54,34.146666667,79.206666667,34.346666667,78.646666667,22,2016-08-13,JB,8,5,13,Saturday,False,1,1,1,1,1,1,1,1,1.3800000000000026,2.146666666999998,2.1400000000000006,0.9866666670000015,0.5600000000000023,0.9133333330000042,1.146666666999998,1.346666667000001,0,True
3609,20160813_JJ,33.0,68.65,32.9,71.85,32.2,73.45,31.45,80.3,31.6,80.4,31.65,78.35,32.3,82.45,31.85,84.0,2,2016-08-13,JJ,8,5,13,Saturday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
3610,20160813_JN,35.240909091,74.31363636399999,35.7,75.35,35.859090909,75.7,33.822727273000005,81.19090909100001,32.763636364,84.454545455,34.136363636,81.631818182,33.163636364,84.645454545,33.463636364,78.804545455,11,2016-08-13,JN,8,5,13,Saturday,False,1,1,1,1,0,1,1,1,2.240909090999999,2.700000000000003,2.8590909090000025,0.8227272730000053,0.0,1.1363636359999987,0.16363636399999848,0.46363636400000274,0,True
3611,20160813_SU,35.1,67.9,35.9,68.3,36.4,64.1,34.8,66.3,33.6,68.3,35.5,63.1,35.0,56.0,34.0,64.8,61,2016-08-13,SU,8,5,13,Saturday,False,1,1,1,1,1,1,1,1,2.1000000000000014,2.8999999999999986,3.3999999999999986,1.7999999999999972,0.6000000000000014,2.5,2.0,1.0,0,True
3612,20160813_US,35.7,75.9,35.3,83.9,34.7,82.4,32.6,83.0,30.1,84.0,33.3,84.6,33.3,81.9,33.0,84.9,2,2016-08-13,US,8,5,13,Saturday,False,1,1,1,0,0,1,1,0,2.700000000000003,2.299999999999997,1.7000000000000028,0.0,0.0,0.29999999999999716,0.29999999999999716,0.0,0,True
3613,20160814_BS,37.3,63.8,35.3,66.1,34.5,72.1,34.8,72.1,32.2,71.6,32.9,70.6,34.4,73.0,33.0,72.4,0,2016-08-14,BS,8,6,14,Sunday,False,1,1,1,1,0,0,1,0,4.299999999999997,2.299999999999997,1.5,1.7999999999999972,0.0,0.0,1.3999999999999986,0.0,0,True
3614,20160814_CB,33.713333333,72.693333333,34.526666667,68.226666667,35.22,65.306666667,35.113333333,66.793333333,34.24,69.72,33.886666667,73.106666667,34.76,67.3,34.646666667,69.14,1,2016-08-14,CB,8,6,14,Sunday,False,1,1,1,1,1,1,1,1,0.7133333330000013,1.5266666670000006,2.219999999999999,2.113333333,1.240000000000002,0.8866666670000001,1.759999999999998,1.646666666999998,0,True
3615,20160814_CN,33.50625,83.20625,34.03125,80.93125,34.78125,77.31875,34.85,77.70625,33.63125,81.60625,33.6125,83.7,34.225,79.28125,33.6875,81.5125,1,2016-08-14,CN,8,6,14,Sunday,False,1,1,1,1,1,1,1,1,0.5062500000000014,1.03125,1.78125,1.8500000000000014,0.6312500000000014,0.6124999999999972,1.2250000000000014,0.6875,0,True
3616,20160814_DG,37.0,54.8,38.1,51.1,37.7,58.5,37.8,61.0,35.4,62.6,31.8,66.8,35.6,73.4,34.6,73.6,0,2016-08-14,DG,8,6,14,Sunday,False,1,1,1,1,1,0,1,1,4.0,5.100000000000001,4.700000000000003,4.799999999999997,2.3999999999999986,0.0,2.6000000000000014,1.6000000000000014,0,True
3617,20160814_DJ,35.0,75.1,36.0,70.6,36.5,67.5,35.6,70.1,34.6,76.4,34.3,80.9,34.8,72.8,34.9,78.4,0,2016-08-14,DJ,8,6,14,Sunday,False,1,1,1,1,1,1,1,1,2.0,3.0,3.5,2.6000000000000014,1.6000000000000014,1.2999999999999972,1.7999999999999972,1.8999999999999986,0,True
3618,20160814_GB,35.375,68.15,36.7625,66.258333333,36.404166667,69.758333333,35.8125,71.204166667,34.808333333,72.395833333,31.383333333000003,75.104166667,34.975,77.891666667,35.233333333000004,72.295833333,3,2016-08-14,GB,8,6,14,Sunday,False,1,1,1,1,1,0,1,1,2.375,3.762500000000003,3.4041666669999984,2.8125,1.8083333330000002,0.0,1.9750000000000014,2.2333333330000045,0,True
3619,20160814_GG,32.514285714,81.969047619,34.521428571,75.328571429,35.078571429,77.11428571399999,35.519047619,73.264285714,33.988095238,73.11428571399999,33.852380952,74.192857143,34.933333333,72.564285714,34.678571429,66.714285714,8,2016-08-14,GG,8,6,14,Sunday,False,0,1,1,1,1,1,1,1,0.0,1.5214285710000013,2.078571429,2.5190476189999984,0.9880952379999997,0.8523809519999972,1.9333333330000002,1.6785714290000016,0,True
3620,20160814_GN,36.55,69.904545455,36.345454545,70.445454545,36.236363636,74.136363636,36.322727273000005,74.631818182,34.277272726999996,75.113636364,32.990909091,77.836363636,35.686363635999996,78.427272727,34.072727273000005,76.977272727,3,2016-08-14,GN,8,6,14,Sunday,False,1,1,1,1,1,0,1,1,3.549999999999997,3.3454545450000026,3.236363636,3.3227272730000053,1.2772727269999962,0.0,2.686363635999996,1.0727272730000053,0,True
3621,20160814_GW,33.011111111,80.377777778,34.533333333,72.188888889,34.311111111,73.311111111,33.727777778000004,74.577777778,32.122222222,77.633333333,31.072222221999997,74.827777778,33.072222222,77.444444444,33.611111111,76.822222222,0,2016-08-14,GW,8,6,14,Sunday,False,1,1,1,1,0,0,1,1,0.011111110999998175,1.5333333330000016,1.3111111110000024,0.7277777780000037,0.0,0.0,0.07222222200000061,0.6111111109999996,0,True
3622,20160814_IC,30.33,96.46,31.78,94.8,32.35,90.84,33.53,88.82,31.02,88.36,33.29,87.41,32.72,90.48,32.62,82.28,2,2016-08-14,IC,8,6,14,Sunday,False,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.5300000000000011,0.0,0.28999999999999915,0.0,0.0,0,True
3623,20160814_JB,34.206666667,77.48,34.38,75.44,35.146666667,74.28,35.14,73.586666667,33.986666667,77.106666667,33.56,79.113333333,33.913333333000004,78.54,34.146666667,79.206666667,3,2016-08-14,JB,8,6,14,Sunday,False,1,1,1,1,1,1,1,1,1.2066666670000004,1.3800000000000026,2.146666666999998,2.1400000000000006,0.9866666670000015,0.5600000000000023,0.9133333330000042,1.146666666999998,0,True
3624,20160814_JJ,32.95,72.1,33.0,68.65,32.9,71.85,32.2,73.45,31.45,80.3,31.6,80.4,31.65,78.35,32.3,82.45,1,2016-08-14,JJ,8,6,14,Sunday,False,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True
3625,20160814_JN,34.3,78.536363636,35.240909091,74.31363636399999,35.7,75.35,35.859090909,75.7,33.822727273000005,81.19090909100001,32.763636364,84.454545455,34.136363636,81.631818182,33.163636364,84.645454545,0,2016-08-14,JN,8,6,14,Sunday,False,1,1,1,1,1,0,1,1,1.2999999999999972,2.240909090999999,2.700000000000003,2.8590909090000025,0.8227272730000053,0.0,1.1363636359999987,0.16363636399999848,0,True
